Orthogroup	Azeb	Sbro
OG0008499	mikado.HiC_scaffold_9.0G1540.1	EVM0002567.1
OG0008500	mikado.HiC_scaffold_9.0G1541.1	EVM0010922.1
OG0008501	mikado.HiC_scaffold_9.0G1545.1	EVM0003976.1
OG0008502	mikado.HiC_scaffold_9.0G1547.1	EVM0001072.1
OG0008503	mikado.HiC_scaffold_9.0G1548.1	EVM0019003.1
OG0008504	mikado.HiC_scaffold_9.0G1550.1	EVM0013404.1
OG0008505	mikado.HiC_scaffold_9.0G1553.1	EVM0003920.1
OG0008506	mikado.HiC_scaffold_9.0G1554.1	EVM0012956.1
OG0008507	mikado.HiC_scaffold_9.0G1557.1	EVM0023517.1
OG0008508	mikado.HiC_scaffold_9.0G1561.1	EVM0020736.1
OG0008509	mikado.HiC_scaffold_9.0G1563.1	EVM0006922.1
OG0008510	mikado.HiC_scaffold_9.0G1564.1	EVM0001095.1
OG0008512	mikado.HiC_scaffold_9.0G1568.1	EVM0004863.1
OG0008513	mikado.HiC_scaffold_9.0G1573.1	EVM0020493.1
OG0008514	mikado.HiC_scaffold_9.0G1574.1	EVM0005580.1
OG0008517	mikado.HiC_scaffold_9.0G1594.1	EVM0013571.1
OG0008520	mikado.HiC_scaffold_9.0G1599.1	EVM0007780.1
OG0008522	mikado.HiC_scaffold_9.0G1602.1, mikado.HiC_scaffold_12.0G4.1	EVM0009157.1
OG0008523	mikado.HiC_scaffold_9.0G1607.1	EVM0011238.1
OG0008524	mikado.HiC_scaffold_9.0G1608.1	EVM0008397.1
OG0008525	mikado.HiC_scaffold_9.0G1627.1	EVM0022988.1
OG0008526	mikado.HiC_scaffold_9.0G1629.1	EVM0009105.1
OG0008527	mikado.HiC_scaffold_9.0G1628.1	EVM0015602.1
OG0008528	mikado.HiC_scaffold_9.0G1633.1, mikado.HiC_scaffold_9.0G1632.1	EVM0011158.1
OG0008529	mikado.HiC_scaffold_9.0G1636.1	EVM0016885.1
OG0008530	mikado.HiC_scaffold_9.0G1644.1	EVM0021961.1
OG0008531	mikado.HiC_scaffold_9.0G1648.1	EVM0007430.1
OG0008532	mikado.HiC_scaffold_9.0G1649.1	EVM0008387.1
OG0008533	mikado.HiC_scaffold_9.0G1651.1	EVM0016498.1
OG0008534	mikado.HiC_scaffold_9.0G1653.1	EVM0000673.1
OG0008535	mikado.HiC_scaffold_9.0G1654.1	EVM0010846.1
OG0008536	mikado.HiC_scaffold_9.0G1662.1	EVM0017684.1
OG0008537	mikado.HiC_scaffold_9.0G1667.1	EVM0019686.1
OG0008538	mikado.HiC_scaffold_9.0G1668.1	EVM0007343.1
OG0008539	mikado.HiC_scaffold_9.0G1669.1	EVM0022352.1
OG0008540	mikado.HiC_scaffold_9.0G1671.1	EVM0004871.1
OG0008541	mikado.HiC_scaffold_9.0G1673.1	EVM0005349.1
OG0008542	mikado.HiC_scaffold_9.0G1674.1	EVM0019846.1
OG0008543	mikado.HiC_scaffold_9.0G1675.1	EVM0018959.1
OG0008544	mikado.HiC_scaffold_9.0G1677.1	EVM0006952.1
OG0008545	mikado.HiC_scaffold_9.0G1678.1	EVM0001870.1
OG0008546	mikado.HiC_scaffold_9.0G1679.1	EVM0012610.1
OG0008547	mikado.HiC_scaffold_9.0G1682.1	EVM0016532.1
OG0008548	mikado.HiC_scaffold_9.0G1683.1	EVM0019802.1
OG0008549	mikado.HiC_scaffold_9.0G1685.1, mikado.HiC_scaffold_9.0G1686.1	EVM0021889.1
OG0008550	mikado.HiC_scaffold_9.0G1687.1	EVM0010741.1, EVM0002419.1
OG0008551	mikado.HiC_scaffold_9.0G1691.1	EVM0001825.1
OG0008552	mikado.HiC_scaffold_9.0G1693.1	EVM0004907.1
OG0008553	mikado.HiC_scaffold_9.0G1694.1	EVM0005492.1
OG0008554	mikado.HiC_scaffold_9.0G1695.1	EVM0009259.1
OG0008555	mikado.HiC_scaffold_10.0G5.1	EVM0015556.1
OG0008557	mikado.HiC_scaffold_10.0G12.1	EVM0008718.1
OG0008558	mikado.HiC_scaffold_10.0G16.1	EVM0009703.1
OG0008560	mikado.HiC_scaffold_10.0G28.1	EVM0012905.1, EVM0004124.1
OG0008561	mikado.HiC_scaffold_10.0G30.1	EVM0004416.1
OG0008562	mikado.HiC_scaffold_10.0G31.1	EVM0020636.1
OG0008563	mikado.HiC_scaffold_10.0G32.1	EVM0022180.1
OG0008564	mikado.HiC_scaffold_10.0G39.1	EVM0020681.1
OG0008565	mikado.HiC_scaffold_10.0G41.1	EVM0016963.1
OG0008566	mikado.HiC_scaffold_10.0G43.1	EVM0019628.1
OG0008567	mikado.HiC_scaffold_10.0G48.1	EVM0016216.1
OG0008568	mikado.HiC_scaffold_10.0G54.1	EVM0004756.1
OG0008569	mikado.HiC_scaffold_10.0G55.1	EVM0009483.1
OG0008570	mikado.HiC_scaffold_10.0G66.1	EVM0022136.1
OG0008571	mikado.HiC_scaffold_10.0G79.1	EVM0011960.1
OG0008572	mikado.HiC_scaffold_10.0G84.1	EVM0012458.1
OG0008573	mikado.HiC_scaffold_10.0G93.1, mikado.HiC_scaffold_10.0G94.1	EVM0016333.1
OG0008574	mikado.HiC_scaffold_10.0G96.1	EVM0011661.1
OG0008575	mikado.HiC_scaffold_10.0G113.1	EVM0008358.1
OG0008576	mikado.HiC_scaffold_10.0G116.1	EVM0002720.1
OG0008578	mikado.HiC_scaffold_10.0G129.1	EVM0007052.1
OG0008580	mikado.HiC_scaffold_10.0G141.1	EVM0007764.1, EVM0020461.1
OG0008581	mikado.HiC_scaffold_10.0G143.1	EVM0004126.1
OG0008582	mikado.HiC_scaffold_10.0G147.1	EVM0017366.1
OG0008583	mikado.HiC_scaffold_10.0G153.1	EVM0002040.1
OG0008584	mikado.HiC_scaffold_10.0G177.1	EVM0010749.1
OG0008585	mikado.HiC_scaffold_10.0G178.1	EVM0000226.1
OG0008587	mikado.HiC_scaffold_10.0G204.1	EVM0023940.1
OG0008588	mikado.HiC_scaffold_10.0G212.1	EVM0014914.1
OG0008589	mikado.HiC_scaffold_10.0G226.1	EVM0006618.1
OG0008590	mikado.HiC_scaffold_10.0G227.1	EVM0006397.1
OG0008591	mikado.HiC_scaffold_10.0G228.1, mikado.HiC_scaffold_10.0G228.2	EVM0011892.1
OG0008592	mikado.HiC_scaffold_10.0G230.1	EVM0001032.1
OG0008593	mikado.HiC_scaffold_10.0G231.1	EVM0007119.1
OG0008594	mikado.HiC_scaffold_10.0G236.1	EVM0003414.1
OG0008596	mikado.HiC_scaffold_10.0G244.1	EVM0023799.1
OG0008597	mikado.HiC_scaffold_10.0G248.1	EVM0001535.1
OG0008598	mikado.HiC_scaffold_10.0G259.1, mikado.HiC_scaffold_17.0G204.1	EVM0022836.1
OG0008599	mikado.HiC_scaffold_10.0G276.1, mikado.HiC_scaffold_10.0G279.1	EVM0007637.1
OG0008600	mikado.HiC_scaffold_10.0G277.1	EVM0016508.1
OG0008601	mikado.HiC_scaffold_10.0G280.1	EVM0021951.1
OG0008602	mikado.HiC_scaffold_10.0G281.1	EVM0016910.1
OG0008604	mikado.HiC_scaffold_10.0G284.1	EVM0004923.1
OG0008605	mikado.HiC_scaffold_10.0G285.1	EVM0022025.1
OG0008606	mikado.HiC_scaffold_10.0G286.1	EVM0023405.1
OG0008608	mikado.HiC_scaffold_10.0G301.1	EVM0014128.1
OG0008610	mikado.HiC_scaffold_10.0G338.1	EVM0019664.1
OG0008611	mikado.HiC_scaffold_10.0G339.1	EVM0020085.1
OG0008612	mikado.HiC_scaffold_10.0G340.1	EVM0001003.1, EVM0005782.1
OG0008613	mikado.HiC_scaffold_10.0G345.1	EVM0023514.1
OG0008614	mikado.HiC_scaffold_10.0G346.1	EVM0017514.1
OG0008615	mikado.HiC_scaffold_10.0G348.1	EVM0002645.1
OG0008616	mikado.HiC_scaffold_10.0G350.1	EVM0005024.1
OG0008617	mikado.HiC_scaffold_10.0G351.1	EVM0011883.1
OG0008618	mikado.HiC_scaffold_10.0G356.1	EVM0021931.1
OG0008619	mikado.HiC_scaffold_10.0G360.1	EVM0006584.1, EVM0023070.1
OG0008620	mikado.HiC_scaffold_10.0G362.1	EVM0011848.1
OG0008621	mikado.HiC_scaffold_10.0G364.1	EVM0014812.1
OG0008622	mikado.HiC_scaffold_10.0G365.1	EVM0001068.1
OG0008623	mikado.HiC_scaffold_10.0G366.1	EVM0001012.1
OG0008624	mikado.HiC_scaffold_10.0G372.1	EVM0018617.1
OG0008625	mikado.HiC_scaffold_10.0G375.1	EVM0017259.1
OG0008626	mikado.HiC_scaffold_10.0G393.1	EVM0002114.1
OG0008627	mikado.HiC_scaffold_10.0G403.1	EVM0007554.1, EVM0011143.1
OG0008628	mikado.HiC_scaffold_10.0G404.1	EVM0008045.1, EVM0008570.1
OG0008629	mikado.HiC_scaffold_10.0G406.1	EVM0022872.1
OG0008630	mikado.HiC_scaffold_10.0G424.1	EVM0022577.1
OG0008631	mikado.HiC_scaffold_10.0G430.1	EVM0008041.1
OG0008632	mikado.HiC_scaffold_10.0G432.1	EVM0016291.1
OG0008633	mikado.HiC_scaffold_10.0G433.1	EVM0001690.1
OG0008634	mikado.HiC_scaffold_10.0G435.1	EVM0015134.1
OG0008635	mikado.HiC_scaffold_10.0G437.1	EVM0021840.1
OG0008636	mikado.HiC_scaffold_10.0G442.1	EVM0011106.1
OG0008639	mikado.HiC_scaffold_10.0G458.1	EVM0008748.1, EVM0005778.1
OG0008640	mikado.HiC_scaffold_10.0G460.1	EVM0023761.1
OG0008641	mikado.HiC_scaffold_10.0G461.1	EVM0013879.1
OG0008643	mikado.HiC_scaffold_10.0G466.1	EVM0008323.1
OG0008644	mikado.HiC_scaffold_10.0G467.1	EVM0005489.1
OG0008645	mikado.HiC_scaffold_10.0G468.1	EVM0012311.1
OG0008646	mikado.HiC_scaffold_10.0G472.1	EVM0022389.1
OG0008647	mikado.HiC_scaffold_10.0G473.1	EVM0007411.1
OG0008648	mikado.HiC_scaffold_10.0G474.1	EVM0016168.1
OG0008649	mikado.HiC_scaffold_10.0G475.1	EVM0010277.1
OG0008650	mikado.HiC_scaffold_10.0G492.1	EVM0018824.1
OG0008651	mikado.HiC_scaffold_10.0G494.1	EVM0017756.1
OG0008652	mikado.HiC_scaffold_10.0G502.1	EVM0018496.1
OG0008653	mikado.HiC_scaffold_10.0G506.1	EVM0017319.1
OG0008654	mikado.HiC_scaffold_10.0G514.1, mikado.HiC_scaffold_10.0G521.1	EVM0019185.1
OG0008655	mikado.HiC_scaffold_10.0G519.1, mikado.HiC_scaffold_10.0G518.1	EVM0023644.1
OG0008656	mikado.HiC_scaffold_10.0G526.1	EVM0019815.1
OG0008657	mikado.HiC_scaffold_10.0G534.2, mikado.HiC_scaffold_10.0G534.1	EVM0015394.1
OG0008658	mikado.HiC_scaffold_10.0G543.1	EVM0009102.1
OG0008659	mikado.HiC_scaffold_10.0G550.1	EVM0009291.1
OG0008660	mikado.HiC_scaffold_10.0G574.1	EVM0023423.1
OG0008661	mikado.HiC_scaffold_10.0G579.1	EVM0022607.1
OG0008662	mikado.HiC_scaffold_10.0G584.1	EVM0005694.1
OG0008663	mikado.HiC_scaffold_10.0G585.1	EVM0002663.1, EVM0006820.1
OG0008664	mikado.HiC_scaffold_10.0G597.1	EVM0022971.1
OG0008665	mikado.HiC_scaffold_10.0G604.1	EVM0017806.1
OG0008666	mikado.HiC_scaffold_10.0G615.1	EVM0023469.1
OG0008667	mikado.HiC_scaffold_10.0G616.1	EVM0018722.1
OG0008668	mikado.HiC_scaffold_10.0G654.1	EVM0017285.1
OG0008669	mikado.HiC_scaffold_10.0G657.1	EVM0005746.1
OG0008670	mikado.HiC_scaffold_10.0G659.1	EVM0022478.1
OG0008671	mikado.HiC_scaffold_10.0G663.1	EVM0019056.1
OG0008672	mikado.HiC_scaffold_10.0G664.1	EVM0011109.1
OG0008673	mikado.HiC_scaffold_10.0G673.1	EVM0021422.1, EVM0024024.1
OG0008674	mikado.HiC_scaffold_10.0G674.1	EVM0015797.1
OG0008675	mikado.HiC_scaffold_10.0G853.1, mikado.HiC_scaffold_10.0G680.1	EVM0004707.1
OG0008676	mikado.HiC_scaffold_10.0G683.1	EVM0007109.1
OG0008677	mikado.HiC_scaffold_10.0G685.1	EVM0004438.1
OG0008678	mikado.HiC_scaffold_10.0G686.1	EVM0008513.1
OG0008679	mikado.HiC_scaffold_10.0G687.1	EVM0001543.1
OG0008680	mikado.HiC_scaffold_10.0G691.1	EVM0000405.1
OG0008681	mikado.HiC_scaffold_10.0G695.1	EVM0022721.1
OG0008682	mikado.HiC_scaffold_10.0G696.1	EVM0001578.1
OG0008683	mikado.HiC_scaffold_10.0G705.1	EVM0001157.1
OG0008684	mikado.HiC_scaffold_10.0G706.1	EVM0002958.1
OG0008685	mikado.HiC_scaffold_10.0G707.1	EVM0007835.1
OG0008686	mikado.HiC_scaffold_10.0G709.1	EVM0004025.1
OG0008688	mikado.HiC_scaffold_10.0G722.1	EVM0017115.1
OG0008689	mikado.HiC_scaffold_10.0G731.1	EVM0012747.1
OG0008690	mikado.HiC_scaffold_10.0G730.1	EVM0001665.1
OG0008691	mikado.HiC_scaffold_10.0G732.1	EVM0010047.1
OG0008692	mikado.HiC_scaffold_10.0G736.2, mikado.HiC_scaffold_10.0G736.1	EVM0006541.1
OG0008694	mikado.HiC_scaffold_10.0G766.1	EVM0000049.1
OG0008695	mikado.HiC_scaffold_10.0G779.1	EVM0019358.1
OG0008696	mikado.HiC_scaffold_10.0G781.1	EVM0017331.2
OG0008697	mikado.HiC_scaffold_10.0G782.1	EVM0011078.1
OG0008699	mikado.HiC_scaffold_10.0G785.1	EVM0015525.2
OG0008700	mikado.HiC_scaffold_10.0G790.2, mikado.HiC_scaffold_10.0G790.1	EVM0003186.1
OG0008701	mikado.HiC_scaffold_10.0G796.1	EVM0016859.1
OG0008702	mikado.HiC_scaffold_10.0G799.1, mikado.HiC_scaffold_10.0G801.1	EVM0001977.1
OG0008703	mikado.HiC_scaffold_10.0G806.1	EVM0017113.1
OG0008704	mikado.HiC_scaffold_10.0G807.1	EVM0007375.1
OG0008705	mikado.HiC_scaffold_10.0G808.1	EVM0016932.1
OG0008706	mikado.HiC_scaffold_10.0G813.1	EVM0001928.1
OG0008707	mikado.HiC_scaffold_10.0G815.1	EVM0013009.1
OG0008708	mikado.HiC_scaffold_10.0G817.1	EVM0003662.1
OG0008709	mikado.HiC_scaffold_10.0G819.1	EVM0022710.1
OG0008710	mikado.HiC_scaffold_10.0G825.1	EVM0010045.1, EVM0019558.1
OG0008714	mikado.HiC_scaffold_10.0G849.1, mikado.HiC_scaffold_15.0G2366.1	EVM0016993.1
OG0008715	mikado.HiC_scaffold_10.0G858.1	EVM0002171.1
OG0008717	mikado.HiC_scaffold_10.0G863.1	EVM0019555.1
OG0008718	mikado.HiC_scaffold_10.0G870.1	EVM0002936.1
OG0008719	mikado.HiC_scaffold_10.0G871.1	EVM0016442.1
OG0008722	mikado.HiC_scaffold_11.0G4.1	EVM0020855.1
OG0008723	mikado.HiC_scaffold_11.0G6.1	EVM0003517.1
OG0008725	mikado.HiC_scaffold_11.0G27.1	EVM0014924.1
OG0008726	mikado.HiC_scaffold_11.0G28.1	EVM0003813.1
OG0008727	mikado.HiC_scaffold_11.0G29.1	EVM0005859.1
OG0008728	mikado.HiC_scaffold_11.0G30.1	EVM0012225.1
OG0008729	mikado.HiC_scaffold_11.0G39.1	EVM0008319.1
OG0008730	mikado.HiC_scaffold_11.0G42.1	EVM0017994.1
OG0008731	mikado.HiC_scaffold_11.0G45.1	EVM0016860.1
OG0008732	mikado.HiC_scaffold_11.0G46.1	EVM0002664.1
OG0008733	mikado.HiC_scaffold_11.0G49.1	EVM0010530.1
OG0008734	mikado.HiC_scaffold_11.0G51.1	EVM0005947.1
OG0008735	mikado.HiC_scaffold_11.0G54.1	EVM0003841.1
OG0008736	mikado.HiC_scaffold_11.0G57.1	EVM0001090.1
OG0008737	mikado.HiC_scaffold_11.0G66.1	EVM0001147.1
OG0008738	mikado.HiC_scaffold_11.0G67.1	EVM0022235.1
OG0008739	mikado.HiC_scaffold_11.0G74.1	EVM0000191.1
OG0008740	mikado.HiC_scaffold_11.0G75.1	EVM0004149.1, EVM0023266.1
OG0008741	mikado.HiC_scaffold_11.0G77.1	EVM0018788.1
OG0008742	mikado.HiC_scaffold_11.0G82.1	EVM0018437.1
OG0008743	mikado.HiC_scaffold_11.0G89.1	EVM0001760.1
OG0008744	mikado.HiC_scaffold_11.0G90.1	EVM0004454.1
OG0008745	mikado.HiC_scaffold_11.0G100.1	EVM0021557.1
OG0008746	mikado.HiC_scaffold_11.0G106.1	EVM0011379.1
OG0008747	mikado.HiC_scaffold_11.0G111.1	EVM0000789.1
OG0008748	mikado.HiC_scaffold_11.0G112.1, mikado.HiC_scaffold_17.0G873.1	EVM0005294.1
OG0008749	mikado.HiC_scaffold_11.0G120.1, mikado.HiC_scaffold_11.0G120.2	EVM0009138.1
OG0008750	mikado.HiC_scaffold_11.0G121.1	EVM0013653.1
OG0008751	mikado.HiC_scaffold_11.0G122.1	EVM0012922.1
OG0008752	mikado.HiC_scaffold_11.0G127.1	EVM0010424.1
OG0008753	mikado.HiC_scaffold_11.0G132.1	EVM0001612.1
OG0008754	mikado.HiC_scaffold_11.0G134.1	EVM0014912.1
OG0008756	mikado.HiC_scaffold_11.0G143.1	EVM0014275.1
OG0008757	mikado.HiC_scaffold_11.0G147.1	EVM0012389.1
OG0008758	mikado.HiC_scaffold_11.0G149.1	EVM0017858.1
OG0008759	mikado.HiC_scaffold_11.0G150.1	EVM0017620.1
OG0008760	mikado.HiC_scaffold_11.0G153.1	EVM0023279.1
OG0008761	mikado.HiC_scaffold_11.0G152.1	EVM0021117.1
OG0008762	mikado.HiC_scaffold_11.0G159.1	EVM0005701.1
OG0008763	mikado.HiC_scaffold_11.0G166.1	EVM0021864.1
OG0008764	mikado.HiC_scaffold_11.0G167.1	EVM0010368.1
OG0008765	mikado.HiC_scaffold_11.0G168.1	EVM0004403.1
OG0008766	mikado.HiC_scaffold_11.0G169.1	EVM0017544.1
OG0008767	mikado.HiC_scaffold_11.0G189.1	EVM0007036.1
OG0008768	mikado.HiC_scaffold_11.0G193.1	EVM0004038.1
OG0008769	mikado.HiC_scaffold_11.0G197.1	EVM0004133.1
OG0008770	mikado.HiC_scaffold_11.0G198.1	EVM0022700.1
OG0008772	mikado.HiC_scaffold_11.0G212.1	EVM0007281.1
OG0008773	mikado.HiC_scaffold_11.0G216.1	EVM0014228.1
OG0008775	mikado.HiC_scaffold_11.0G238.1	EVM0010844.1
OG0008776	mikado.HiC_scaffold_11.0G248.1	EVM0014111.1
OG0008777	mikado.HiC_scaffold_11.0G249.1, mikado.HiC_scaffold_11.0G251.1	EVM0019865.1
OG0008778	mikado.HiC_scaffold_11.0G253.1	EVM0005471.1
OG0008779	mikado.HiC_scaffold_11.0G267.1	EVM0008440.1
OG0008780	mikado.HiC_scaffold_11.0G271.1	EVM0023605.1
OG0008781	mikado.HiC_scaffold_11.0G273.1	EVM0016947.1
OG0008782	mikado.HiC_scaffold_11.0G286.1	EVM0012046.1
OG0008783	mikado.HiC_scaffold_11.0G287.1	EVM0001384.1
OG0008785	mikado.HiC_scaffold_11.0G290.1	EVM0009139.1
OG0008786	mikado.HiC_scaffold_11.0G297.1	EVM0016252.1
OG0008787	mikado.HiC_scaffold_11.0G302.1	EVM0023251.2
OG0008788	mikado.HiC_scaffold_11.0G303.1	EVM0003223.1
OG0008789	mikado.HiC_scaffold_11.0G306.1	EVM0020533.1
OG0008790	mikado.HiC_scaffold_11.0G307.1	EVM0014188.1
OG0008791	mikado.HiC_scaffold_11.0G309.1	EVM0020973.1
OG0008792	mikado.HiC_scaffold_11.0G313.1, mikado.HiC_scaffold_13.0G911.1	EVM0011635.1
OG0008794	mikado.HiC_scaffold_11.0G319.1	EVM0013374.1
OG0008795	mikado.HiC_scaffold_11.0G320.1	EVM0012882.1
OG0008796	mikado.HiC_scaffold_11.0G328.1	EVM0021855.1
OG0008797	mikado.HiC_scaffold_11.0G329.1	EVM0004410.1
OG0008798	mikado.HiC_scaffold_11.0G337.1	EVM0003588.1
OG0008799	mikado.HiC_scaffold_11.0G338.1	EVM0007662.1
OG0008800	mikado.HiC_scaffold_11.0G339.1	EVM0016526.1
OG0008801	mikado.HiC_scaffold_11.0G340.1	EVM0019530.1
OG0008802	mikado.HiC_scaffold_11.0G341.1	EVM0000398.1
OG0008803	mikado.HiC_scaffold_11.0G343.1	EVM0005765.1
OG0008804	mikado.HiC_scaffold_11.0G349.1	EVM0003482.1
OG0008805	mikado.HiC_scaffold_11.0G351.1	EVM0015715.1
OG0008806	mikado.HiC_scaffold_11.0G356.1	EVM0017728.1
OG0008808	mikado.HiC_scaffold_11.0G369.1	EVM0019013.1
OG0008809	mikado.HiC_scaffold_11.0G371.1	EVM0008184.1
OG0008810	mikado.HiC_scaffold_11.0G372.1	EVM0001118.1
OG0008811	mikado.HiC_scaffold_11.0G373.1	EVM0012476.1
OG0008812	mikado.HiC_scaffold_11.0G377.1	EVM0005880.1
OG0008813	mikado.HiC_scaffold_11.0G383.1	EVM0004471.1
OG0008814	mikado.HiC_scaffold_11.0G384.1	EVM0001943.1
OG0008815	mikado.HiC_scaffold_11.0G385.1	EVM0016440.1
OG0008816	mikado.HiC_scaffold_11.0G388.1	EVM0014800.1
OG0008817	mikado.HiC_scaffold_11.0G389.1	EVM0017422.1
OG0008818	mikado.HiC_scaffold_11.0G394.1	EVM0017294.1
OG0008819	mikado.HiC_scaffold_11.0G396.1	EVM0022061.1
OG0008820	mikado.HiC_scaffold_11.0G397.1	EVM0019756.1
OG0008821	mikado.HiC_scaffold_11.0G398.1	EVM0012315.1
OG0008822	mikado.HiC_scaffold_11.0G400.1	EVM0013995.1
OG0008823	mikado.HiC_scaffold_11.0G401.1	EVM0005811.1
OG0008824	mikado.HiC_scaffold_11.0G402.1	EVM0012607.1
OG0008826	mikado.HiC_scaffold_11.0G407.1	EVM0020741.1
OG0008827	mikado.HiC_scaffold_11.0G408.1	EVM0004180.1
OG0008828	mikado.HiC_scaffold_11.0G413.1	EVM0007142.1
OG0008829	mikado.HiC_scaffold_11.0G429.1	EVM0012148.1
OG0008830	mikado.HiC_scaffold_11.0G431.1	EVM0018343.4
OG0008831	mikado.HiC_scaffold_11.0G432.1	EVM0012697.1
OG0008832	mikado.HiC_scaffold_11.0G433.1	EVM0021394.1
OG0008833	mikado.HiC_scaffold_11.0G438.1	EVM0008529.1
OG0008834	mikado.HiC_scaffold_11.0G439.1	EVM0016582.1
OG0008835	mikado.HiC_scaffold_11.0G440.1	EVM0020596.1
OG0008836	mikado.HiC_scaffold_11.0G441.1	EVM0021735.1
OG0008837	mikado.HiC_scaffold_11.0G442.1	EVM0010474.1
OG0008838	mikado.HiC_scaffold_11.0G443.1	EVM0017679.1
OG0008839	mikado.HiC_scaffold_11.0G446.1	EVM0017066.1
OG0008840	mikado.HiC_scaffold_11.0G451.1	EVM0021684.1
OG0008841	mikado.HiC_scaffold_11.0G453.1	EVM0016445.1
OG0008842	mikado.HiC_scaffold_11.0G454.1	EVM0016052.1
OG0008843	mikado.HiC_scaffold_11.0G455.1	EVM0017943.1
OG0008844	mikado.HiC_scaffold_11.0G461.1	EVM0002711.1
OG0008845	mikado.HiC_scaffold_11.0G463.1	EVM0023475.1
OG0008846	mikado.HiC_scaffold_11.0G468.1, mikado.HiC_scaffold_11.0G469.1	EVM0000268.1
OG0008847	mikado.HiC_scaffold_11.0G471.1	EVM0019534.1
OG0008848	mikado.HiC_scaffold_11.0G472.1	EVM0008402.1
OG0008850	mikado.HiC_scaffold_11.0G487.1	EVM0020969.1
OG0008851	mikado.HiC_scaffold_11.0G489.1	EVM0017804.1
OG0008852	mikado.HiC_scaffold_11.0G488.1	EVM0012495.1
OG0008853	mikado.HiC_scaffold_11.0G490.1	EVM0019066.1
OG0008857	mikado.HiC_scaffold_11.0G506.1	EVM0004731.1
OG0008858	mikado.HiC_scaffold_11.0G508.1	EVM0017494.1
OG0008859	mikado.HiC_scaffold_11.0G513.1	EVM0015145.1
OG0008860	mikado.HiC_scaffold_11.0G514.1	EVM0006159.1
OG0008861	mikado.HiC_scaffold_11.0G519.1	EVM0014153.1
OG0008862	mikado.HiC_scaffold_11.0G520.1	EVM0010964.1
OG0008864	mikado.HiC_scaffold_11.0G529.1	EVM0005500.1
OG0008865	mikado.HiC_scaffold_11.0G530.1	EVM0004354.1
OG0008866	mikado.HiC_scaffold_11.0G531.1	EVM0021678.1
OG0008867	mikado.HiC_scaffold_13.0G532.1, mikado.HiC_scaffold_11.0G533.1	EVM0009233.1
OG0008868	mikado.HiC_scaffold_11.0G534.1	EVM0007808.1
OG0008869	mikado.HiC_scaffold_11.0G535.1	EVM0013095.1
OG0008870	mikado.HiC_scaffold_11.0G545.1	EVM0006145.1
OG0008871	mikado.HiC_scaffold_11.0G544.1	EVM0022275.1
OG0008872	mikado.HiC_scaffold_12.3160685G990.1, mikado.HiC_scaffold_11.0G555.1	EVM0021037.1
OG0008873	mikado.HiC_scaffold_11.0G565.1	EVM0011072.1
OG0008874	mikado.HiC_scaffold_11.0G571.1	EVM0005887.1
OG0008875	mikado.HiC_scaffold_11.0G573.1	EVM0020871.1
OG0008876	mikado.HiC_scaffold_11.0G574.1	EVM0017990.1
OG0008878	mikado.HiC_scaffold_11.0G589.1	EVM0000353.1
OG0008879	mikado.HiC_scaffold_11.0G594.1	EVM0016119.1
OG0008880	mikado.HiC_scaffold_11.0G600.1	EVM0007679.1
OG0008881	mikado.HiC_scaffold_11.0G603.1	EVM0014761.1
OG0008882	mikado.HiC_scaffold_11.0G605.1	EVM0023540.1
OG0008883	mikado.HiC_scaffold_11.0G607.1	EVM0021972.1
OG0008884	mikado.HiC_scaffold_11.0G608.1	EVM0009147.1
OG0008885	mikado.HiC_scaffold_11.0G622.1	EVM0003545.1
OG0008886	mikado.HiC_scaffold_11.0G624.1	EVM0012931.1
OG0008887	mikado.HiC_scaffold_11.0G625.1	EVM0010250.1
OG0008888	mikado.HiC_scaffold_11.0G626.1	EVM0011268.1
OG0008889	mikado.HiC_scaffold_11.0G630.1	EVM0019533.1
OG0008890	mikado.HiC_scaffold_11.0G631.1	EVM0008894.1
OG0008891	mikado.HiC_scaffold_11.0G652.1	EVM0021478.1
OG0008892	mikado.HiC_scaffold_11.0G653.1	EVM0009420.1
OG0008893	mikado.HiC_scaffold_11.0G655.1	EVM0023233.1
OG0008894	mikado.HiC_scaffold_11.0G662.1	EVM0017583.1
OG0008895	mikado.HiC_scaffold_11.0G671.1	EVM0017741.1
OG0008896	mikado.HiC_scaffold_11.0G672.1	EVM0019522.1
OG0008897	mikado.HiC_scaffold_118G2.1, mikado.HiC_scaffold_15.0G1102.1	EVM0014506.1
OG0008898	mikado.HiC_scaffold_12.0G2.1	EVM0010421.1
OG0008899	mikado.HiC_scaffold_12.0G6.1	EVM0000384.1
OG0008900	mikado.HiC_scaffold_12.0G7.1	EVM0006933.1
OG0008901	mikado.HiC_scaffold_12.0G12.1	EVM0001489.1
OG0008903	mikado.HiC_scaffold_12.0G21.1	EVM0011005.1
OG0008904	mikado.HiC_scaffold_12.0G34.1	EVM0000862.1
OG0008905	mikado.HiC_scaffold_12.0G35.1	EVM0011356.1
OG0008906	mikado.HiC_scaffold_12.0G39.1	EVM0003532.1, EVM0001491.1
OG0008907	mikado.HiC_scaffold_12.0G44.1	EVM0013881.1
OG0008908	mikado.HiC_scaffold_12.0G45.1	EVM0000960.1
OG0008909	mikado.HiC_scaffold_13.0G9.1	EVM0009569.1
OG0008910	mikado.HiC_scaffold_13.0G12.1	EVM0000984.1
