HOG	OG	Gene Tree Parent Clade	Azeb	Sbro	Tgra
N0.HOG0006978	OG0006268	-	mikado.HiC_scaffold_1.0G1086.1	EVM0005043.1	KUTeg_006329
N0.HOG0006979	OG0006269	-	mikado.HiC_scaffold_1.0G1096.1		KUTeg_009100, KUTeg_002457
N0.HOG0006980	OG0006270	-	mikado.HiC_scaffold_1.0G1097.1		KUTeg_009108, KUTeg_009131
N0.HOG0006981	OG0006271	-	mikado.HiC_scaffold_1.0G1111.1	EVM0001420.1, EVM0001835.1	
N0.HOG0006982	OG0006272	-	mikado.HiC_scaffold_1.0G1112.1	EVM0010764.1	KUTeg_006030
N0.HOG0006983	OG0006273	-	mikado.HiC_scaffold_1.0G1113.1	EVM0009847.1	KUTeg_006238
N0.HOG0006984	OG0006274	-	mikado.HiC_scaffold_1.0G1142.1, mikado.HiC_scaffold_1.0G1143.1		KUTeg_023077
N0.HOG0006985	OG0006275	-	mikado.HiC_scaffold_2.0G10.1, mikado.HiC_scaffold_16.0G182.1		KUTeg_023672
N0.HOG0006986	OG0006276	-	mikado.HiC_scaffold_2.0G13.1	EVM0010084.1	KUTeg_010058
N0.HOG0006987	OG0006277	-	mikado.HiC_scaffold_2.0G14.1	EVM0006305.1	KUTeg_010057
N0.HOG0006988	OG0006278	-	mikado.HiC_scaffold_2.0G15.1	EVM0010514.1	KUTeg_010603
N0.HOG0006989	OG0006279	-	mikado.HiC_scaffold_2.0G22.1	EVM0018269.1	KUTeg_009327
N0.HOG0006990	OG0006280	-	mikado.HiC_scaffold_2.0G27.1	EVM0003368.1	KUTeg_009937
N0.HOG0006991	OG0006281	-	mikado.HiC_scaffold_2.0G29.1	EVM0022445.1	KUTeg_009328
N0.HOG0006992	OG0006282	-	mikado.HiC_scaffold_2.0G30.1	EVM0022286.1	KUTeg_009335
N0.HOG0006993	OG0006283	-	mikado.HiC_scaffold_2.0G32.1	EVM0006362.1	KUTeg_009678
N0.HOG0006994	OG0006284	-	mikado.HiC_scaffold_2.0G36.1	EVM0009066.1	KUTeg_009677
N0.HOG0006995	OG0006285	-	mikado.HiC_scaffold_2.0G41.1	EVM0000701.1	KUTeg_009679
N0.HOG0006996	OG0006286	-	mikado.HiC_scaffold_2.0G45.1	EVM0013630.1	KUTeg_009687
N0.HOG0006997	OG0006287	-	mikado.HiC_scaffold_2.0G48.1	EVM0011641.1	KUTeg_009688
N0.HOG0006998	OG0006288	-	mikado.HiC_scaffold_2.0G53.1	EVM0005475.1	KUTeg_009682
N0.HOG0006999	OG0006289	-	mikado.HiC_scaffold_2.0G54.1	EVM0023570.1	KUTeg_009684
N0.HOG0007000	OG0006290	-	mikado.HiC_scaffold_2.0G55.1	EVM0012111.1	KUTeg_011215
N0.HOG0007001	OG0006291	-	mikado.HiC_scaffold_2.0G59.1	EVM0003489.1	KUTeg_010405
N0.HOG0007002	OG0006292	-	mikado.HiC_scaffold_2.0G63.1	EVM0010466.1	KUTeg_009547
N0.HOG0007003	OG0006293	-	mikado.HiC_scaffold_2.0G65.1, mikado.HiC_scaffold_2.0G66.1	EVM0011204.1	
N0.HOG0007004	OG0006294	-	mikado.HiC_scaffold_2.0G67.1	EVM0000463.1	KUTeg_009548
N0.HOG0007005	OG0006295	-	mikado.HiC_scaffold_2.0G68.1	EVM0003176.1	KUTeg_009945
N0.HOG0007006	OG0006296	-	mikado.HiC_scaffold_2.0G69.1	EVM0017160.1	KUTeg_010098
N0.HOG0007007	OG0006297	-	mikado.HiC_scaffold_2.0G70.1	EVM0002363.1	KUTeg_010099
N0.HOG0007008	OG0006298	-	mikado.HiC_scaffold_2.0G77.1	EVM0004200.1	KUTeg_010379
N0.HOG0007009	OG0006299	-	mikado.HiC_scaffold_2.0G79.1	EVM0009900.1	KUTeg_009841
N0.HOG0007010	OG0006300	-	mikado.HiC_scaffold_2.0G82.1	EVM0005252.1	KUTeg_009653
N0.HOG0007011	OG0006301	-	mikado.HiC_scaffold_2.0G81.1	EVM0005409.1	KUTeg_009650
N0.HOG0007012	OG0006302	-	mikado.HiC_scaffold_2.0G91.1	EVM0016035.1	KUTeg_010480
N0.HOG0007013	OG0006303	-	mikado.HiC_scaffold_2.0G93.1	EVM0020464.1, EVM0022151.1	
N0.HOG0007014	OG0006304	-	mikado.HiC_scaffold_2.0G94.1	EVM0021432.1	KUTeg_010479
N0.HOG0007015	OG0006305	-	mikado.HiC_scaffold_2.0G96.1	EVM0000924.1	KUTeg_010145
N0.HOG0007016	OG0006306	-	mikado.HiC_scaffold_2.0G97.1	EVM0015349.2	KUTeg_009647
N0.HOG0007017	OG0006307	-	mikado.HiC_scaffold_2.0G99.1	EVM0010447.1	KUTeg_010306
N0.HOG0007018	OG0006308	-	mikado.HiC_scaffold_2.0G100.1	EVM0022669.1	KUTeg_009599
N0.HOG0007019	OG0006309	-	mikado.HiC_scaffold_2.0G102.1	EVM0002861.1	KUTeg_009336
N0.HOG0007020	OG0006310	-	mikado.HiC_scaffold_2.0G105.1	EVM0020882.2	KUTeg_009596
N0.HOG0007021	OG0006311	-	mikado.HiC_scaffold_2.0G119.1	EVM0022214.1	KUTeg_009676
N0.HOG0007022	OG0006312	-	mikado.HiC_scaffold_2.0G127.1	EVM0001365.1	KUTeg_009571
N0.HOG0007023	OG0006313	-	mikado.HiC_scaffold_2.0G128.1	EVM0007146.1	KUTeg_010462
N0.HOG0007024	OG0006314	-	mikado.HiC_scaffold_2.0G132.1, mikado.HiC_scaffold_2.0G131.1, mikado.HiC_scaffold_2.0G471.1		
N0.HOG0007025	OG0006315	-	mikado.HiC_scaffold_2.0G134.1	EVM0013951.1	KUTeg_010400
N0.HOG0007026	OG0006316	-	mikado.HiC_scaffold_2.0G138.1	EVM0007209.1	KUTeg_010346
N0.HOG0007027	OG0006317	-	mikado.HiC_scaffold_2.0G139.1	EVM0019564.1	KUTeg_010345
N0.HOG0007028	OG0006318	-	mikado.HiC_scaffold_2.0G140.1	EVM0007444.1	KUTeg_010352
N0.HOG0007029	OG0006319	-	mikado.HiC_scaffold_2.0G141.1	EVM0002825.1	KUTeg_010351
N0.HOG0007030	OG0006320	-	mikado.HiC_scaffold_2.0G142.1	EVM0005307.1	KUTeg_010350
N0.HOG0007031	OG0006321	-	mikado.HiC_scaffold_2.0G145.1	EVM0004646.1	KUTeg_010349
N0.HOG0007032	OG0006322	-	mikado.HiC_scaffold_2.0G144.1	EVM0011782.1	KUTeg_009897
N0.HOG0007033	OG0006323	-	mikado.HiC_scaffold_14.0G1059.1, mikado.HiC_scaffold_2.0G147.1	EVM0023245.1	
N0.HOG0007034	OG0006324	-	mikado.HiC_scaffold_2.0G150.1	EVM0000075.1	KUTeg_010016
N0.HOG0007035	OG0006325	-	mikado.HiC_scaffold_2.0G152.1	EVM0014571.1	KUTeg_010022
N0.HOG0007036	OG0006326	-	mikado.HiC_scaffold_2.0G154.1	EVM0018862.1	KUTeg_010020
N0.HOG0007037	OG0006327	-	mikado.HiC_scaffold_2.0G155.1	EVM0008313.1	KUTeg_010023
N0.HOG0007038	OG0006328	-	mikado.HiC_scaffold_2.0G158.1	EVM0018385.1	KUTeg_010475
N0.HOG0007039	OG0006329	-	mikado.HiC_scaffold_2.0G161.1	EVM0001659.1	KUTeg_010024
N0.HOG0007040	OG0006330	-	mikado.HiC_scaffold_2.0G165.2	EVM0017476.1	KUTeg_009777
N0.HOG0007041	OG0006331	-	mikado.HiC_scaffold_2.0G172.1	EVM0018356.1	KUTeg_009568
N0.HOG0007042	OG0006332	-	mikado.HiC_scaffold_2.0G174.1, mikado.HiC_scaffold_2.0G173.1	EVM0020631.1	
N0.HOG0007043	OG0006333	-	mikado.HiC_scaffold_2.0G178.1	EVM0002295.1	KUTeg_010461
N0.HOG0007044	OG0006334	-	mikado.HiC_scaffold_2.0G183.1	EVM0006046.1	KUTeg_010456
N0.HOG0007045	OG0006335	-	mikado.HiC_scaffold_2.0G184.1	EVM0015325.1	KUTeg_010413
N0.HOG0007046	OG0006336	-	mikado.HiC_scaffold_2.0G192.1	EVM0024014.1	KUTeg_010418
N0.HOG0007047	OG0006337	-	mikado.HiC_scaffold_2.0G202.1	EVM0015137.1	KUTeg_009962
N0.HOG0007048	OG0006338	-	mikado.HiC_scaffold_2.0G203.1	EVM0006265.1	KUTeg_010088
N0.HOG0007049	OG0006339	-	mikado.HiC_scaffold_2.0G204.1	EVM0012998.1	KUTeg_010085
N0.HOG0007050	OG0006340	-	mikado.HiC_scaffold_2.0G207.1		KUTeg_010038, KUTeg_010164
N0.HOG0007051	OG0006341	-	mikado.HiC_scaffold_2.0G210.1	EVM0014164.1	KUTeg_010044
N0.HOG0007052	OG0006342	-	mikado.HiC_scaffold_2.0G222.1, mikado.HiC_scaffold_2.0G220.1, mikado.HiC_scaffold_17.0G595.1		
N0.HOG0007053	OG0006343	-	mikado.HiC_scaffold_2.0G221.1, mikado.HiC_scaffold_2.0G221.2	EVM0015315.1	
N0.HOG0007054	OG0006344	-	mikado.HiC_scaffold_2.0G226.1	EVM0017275.1	KUTeg_010068
N0.HOG0007055	OG0006345	-	mikado.HiC_scaffold_2.0G228.1	EVM0022372.1	KUTeg_010062
N0.HOG0007056	OG0006346	-	mikado.HiC_scaffold_2.0G230.1	EVM0011863.1	KUTeg_009343
N0.HOG0007057	OG0006347	-	mikado.HiC_scaffold_2.0G235.1	EVM0007950.1	KUTeg_009598
N0.HOG0007058	OG0006348	-	mikado.HiC_scaffold_2.0G238.1	EVM0019369.1	KUTeg_010206
N0.HOG0007059	OG0006349	-	mikado.HiC_scaffold_2.0G250.1	EVM0012032.1	KUTeg_009839
N0.HOG0007060	OG0006350	-	mikado.HiC_scaffold_2.0G268.1	EVM0005445.1	KUTeg_009952
N0.HOG0007061	OG0006351	-	mikado.HiC_scaffold_2.0G270.1	EVM0009281.3	KUTeg_009951
N0.HOG0007062	OG0006352	-	mikado.HiC_scaffold_2.0G271.1	EVM0009232.1	KUTeg_009954
N0.HOG0007063	OG0006353	-	mikado.HiC_scaffold_2.0G273.1, mikado.HiC_scaffold_9.0G660.1	EVM0021199.1	
N0.HOG0007064	OG0006354	-	mikado.HiC_scaffold_2.0G276.1	EVM0013425.1	KUTeg_009953
N0.HOG0007065	OG0006355	-	mikado.HiC_scaffold_2.0G277.1	EVM0005842.1	KUTeg_009948
N0.HOG0007066	OG0006356	-	mikado.HiC_scaffold_2.0G282.1	EVM0001627.1	KUTeg_009455
N0.HOG0007067	OG0006357	-	mikado.HiC_scaffold_2.0G284.1	EVM0006530.1	KUTeg_009875
N0.HOG0007068	OG0006358	-	mikado.HiC_scaffold_2.0G290.1, mikado.HiC_scaffold_2.0G289.1	EVM0011559.1	
N0.HOG0007069	OG0006359	-	mikado.HiC_scaffold_2.0G292.1	EVM0009493.1, EVM0014133.1	
N0.HOG0007070	OG0006360	-	mikado.HiC_scaffold_2.0G299.1	EVM0010761.1	KUTeg_009878
N0.HOG0007071	OG0006361	-	mikado.HiC_scaffold_2.0G301.1	EVM0005813.1	KUTeg_009881
N0.HOG0007072	OG0006362	-	mikado.HiC_scaffold_2.0G302.1	EVM0005311.1	KUTeg_009880
N0.HOG0007073	OG0006363	-	mikado.HiC_scaffold_2.0G303.1	EVM0012156.1	KUTeg_009873
N0.HOG0007074	OG0006364	-	mikado.HiC_scaffold_2.0G304.1	EVM0009494.1	KUTeg_023519
N0.HOG0007075	OG0006365	-	mikado.HiC_scaffold_2.0G307.1	EVM0023905.1	KUTeg_009751
N0.HOG0007076	OG0006366	-	mikado.HiC_scaffold_2.0G317.1, mikado.HiC_scaffold_2.0G312.1	EVM0021124.1	
N0.HOG0007077	OG0006367	-	mikado.HiC_scaffold_2.0G320.1		KUTeg_011299, KUTeg_014873
N0.HOG0007078	OG0006368	-	mikado.HiC_scaffold_2.0G324.1	EVM0022792.1	KUTeg_009766
N0.HOG0007079	OG0006369	-	mikado.HiC_scaffold_13.0G1176.1, mikado.HiC_scaffold_19.0G1113.1, mikado.HiC_scaffold_2.0G326.1		
N0.HOG0007080	OG0006370	-	mikado.HiC_scaffold_2.0G333.1	EVM0004228.1	KUTeg_010488
N0.HOG0007081	OG0006371	-	mikado.HiC_scaffold_2.0G338.1	EVM0014738.1	KUTeg_009578
N0.HOG0007082	OG0006372	-	mikado.HiC_scaffold_2.0G351.1	EVM0004256.1	KUTeg_010307
N0.HOG0007083	OG0006373	-	mikado.HiC_scaffold_2.0G352.1	EVM0003033.1	KUTeg_010309
N0.HOG0007084	OG0006374	-	mikado.HiC_scaffold_2.0G377.1, mikado.HiC_scaffold_2.0G377.2, mikado.HiC_scaffold_2.0G363.1		
N0.HOG0007085	OG0006375	-	mikado.HiC_scaffold_2.0G366.1, mikado.HiC_scaffold_17.0G499.1, mikado.HiC_scaffold_21.0G168.1		
N0.HOG0007086	OG0006376	-	mikado.HiC_scaffold_7.0G1042.1, mikado.HiC_scaffold_2.0G367.1, mikado.HiC_scaffold_21.0G1177.1		
N0.HOG0007087	OG0006377	-	mikado.HiC_scaffold_2.0G378.1		KUTeg_023831, KUTeg_010312
N0.HOG0007088	OG0006378	-	mikado.HiC_scaffold_2.0G381.1	EVM0010716.1	KUTeg_010313
N0.HOG0007089	OG0006379	-	mikado.HiC_scaffold_2.0G382.1	EVM0000557.1	KUTeg_010316
N0.HOG0007090	OG0006380	-	mikado.HiC_scaffold_2.0G384.1	EVM0010587.1	KUTeg_009611
N0.HOG0007091	OG0006381	-	mikado.HiC_scaffold_2.0G388.1	EVM0018029.1	KUTeg_009995
N0.HOG0007092	OG0006382	-	mikado.HiC_scaffold_2.0G389.1	EVM0006732.1	KUTeg_009996
N0.HOG0007093	OG0006383	-	mikado.HiC_scaffold_2.0G390.1	EVM0009721.1	KUTeg_009998
N0.HOG0007094	OG0006384	-	mikado.HiC_scaffold_2.0G391.1	EVM0010114.1	KUTeg_009579
N0.HOG0007095	OG0006385	-	mikado.HiC_scaffold_2.0G394.1	EVM0009667.1	KUTeg_009848
N0.HOG0007096	OG0006386	-	mikado.HiC_scaffold_2.0G403.1		KUTeg_010255, KUTeg_009824
N0.HOG0007097	OG0006387	-	mikado.HiC_scaffold_2.0G406.1	EVM0016751.1	KUTeg_010397
N0.HOG0007098	OG0006388	-	mikado.HiC_scaffold_2.0G407.1	EVM0017562.1	KUTeg_010399
N0.HOG0007099	OG0006389	-	mikado.HiC_scaffold_2.0G409.1	EVM0008791.1	KUTeg_010398
N0.HOG0007100	OG0006390	-	mikado.HiC_scaffold_2.0G410.1	EVM0005415.1	KUTeg_010393
N0.HOG0007101	OG0006391	-	mikado.HiC_scaffold_2.0G414.1	EVM0016057.1	KUTeg_010394
N0.HOG0007102	OG0006392	-	mikado.HiC_scaffold_2.0G416.1	EVM0010373.1	KUTeg_010192
N0.HOG0007103	OG0006393	-	mikado.HiC_scaffold_2.0G418.1	EVM0010822.1	KUTeg_009764
N0.HOG0007104	OG0006394	-	mikado.HiC_scaffold_2.0G420.1	EVM0004695.1	KUTeg_010185
N0.HOG0007105	OG0006395	-	mikado.HiC_scaffold_2.0G421.1	EVM0003013.1	KUTeg_010186
N0.HOG0007106	OG0006396	-	mikado.HiC_scaffold_2.0G422.1	EVM0019038.1	KUTeg_009452
N0.HOG0007107	OG0006397	-	mikado.HiC_scaffold_2.0G431.1	EVM0013815.1	KUTeg_009662
N0.HOG0007108	OG0006398	-	mikado.HiC_scaffold_2.0G437.1	EVM0009014.1	KUTeg_009658
N0.HOG0007109	OG0006399	-	mikado.HiC_scaffold_2.0G438.1	EVM0003926.1	KUTeg_010193
N0.HOG0007110	OG0006400	-	mikado.HiC_scaffold_2.0G451.1	EVM0022736.1	KUTeg_010189
N0.HOG0007111	OG0006401	-	mikado.HiC_scaffold_48G2.1, mikado.HiC_scaffold_2.0G452.1, mikado.HiC_scaffold_48G3.1		
N0.HOG0007112	OG0006402	-	mikado.HiC_scaffold_2.0G453.1, mikado.HiC_scaffold_48G1.1	EVM0015917.1	
N0.HOG0007113	OG0006403	-	mikado.HiC_scaffold_2.0G454.1	EVM0023717.1	KUTeg_009757
N0.HOG0007114	OG0006404	-	mikado.HiC_scaffold_2.0G455.1	EVM0024043.1, EVM0013634.1	
N0.HOG0007115	OG0006405	-	mikado.HiC_scaffold_2.0G463.1		KUTeg_009396, KUTeg_001026
N0.HOG0007116	OG0006406	-	mikado.HiC_scaffold_2.0G474.1, mikado.HiC_scaffold_2.0G978.1	EVM0004965.1	
N0.HOG0007117	OG0006407	-	mikado.HiC_scaffold_2.0G479.1	EVM0018289.1	KUTeg_010271
N0.HOG0007118	OG0006408	-	mikado.HiC_scaffold_2.0G480.1	EVM0000648.1	KUTeg_010272
N0.HOG0007119	OG0006409	-	mikado.HiC_scaffold_2.0G481.1	EVM0021886.1	KUTeg_004500
N0.HOG0007120	OG0006410	-	mikado.HiC_scaffold_2.0G482.1	EVM0016019.1	KUTeg_010274
N0.HOG0007121	OG0006411	-	mikado.HiC_scaffold_2.0G483.1	EVM0003535.1	KUTeg_010276
N0.HOG0007122	OG0006412	-	mikado.HiC_scaffold_2.0G484.1	EVM0009870.1	KUTeg_010275
N0.HOG0007123	OG0006413	-	mikado.HiC_scaffold_2.0G485.1	EVM0012323.1	KUTeg_010142
N0.HOG0007124	OG0006414	-	mikado.HiC_scaffold_2.0G489.1	EVM0006561.1	KUTeg_009521
N0.HOG0007125	OG0006415	-	mikado.HiC_scaffold_2.0G493.1	EVM0016151.1	KUTeg_009522
N0.HOG0007126	OG0006416	-	mikado.HiC_scaffold_2.0G494.1	EVM0019316.1	KUTeg_009523
N0.HOG0007127	OG0006417	-	mikado.HiC_scaffold_2.0G496.1	EVM0021190.1	KUTeg_009517
N0.HOG0007128	OG0006418	-	mikado.HiC_scaffold_2.0G498.1	EVM0016835.1	KUTeg_009518
N0.HOG0007129	OG0006419	-	mikado.HiC_scaffold_2.0G500.1	EVM0019218.1	KUTeg_009519
N0.HOG0007130	OG0006420	-	mikado.HiC_scaffold_2.0G499.1		KUTeg_010264, KUTeg_005379
N0.HOG0007131	OG0006421	-	mikado.HiC_scaffold_2.0G503.1, mikado.HiC_scaffold_18.0G435.1		KUTeg_001888
N0.HOG0007132	OG0006422	-	mikado.HiC_scaffold_2.0G515.1	EVM0022657.1	KUTeg_010263
N0.HOG0007133	OG0006423	-	mikado.HiC_scaffold_2.0G518.1	EVM0006478.1	KUTeg_010266
N0.HOG0007134	OG0006424	-	mikado.HiC_scaffold_2.0G521.1	EVM0016928.1	KUTeg_009862
N0.HOG0007135	OG0006425	-	mikado.HiC_scaffold_2.0G520.1		KUTeg_009866, KUTeg_009867
N0.HOG0007136	OG0006426	-	mikado.HiC_scaffold_2.0G523.1	EVM0019288.1	KUTeg_009863
N0.HOG0007137	OG0006427	-	mikado.HiC_scaffold_2.0G522.1	EVM0016073.1	KUTeg_009422
N0.HOG0007138	OG0006428	-	mikado.HiC_scaffold_2.0G526.1	EVM0016419.1	KUTeg_019799
N0.HOG0007139	OG0006429	-	mikado.HiC_scaffold_2.0G529.1	EVM0008288.1	KUTeg_010026
N0.HOG0007140	OG0006430	-	mikado.HiC_scaffold_2.0G533.1	EVM0006288.1	KUTeg_009475
N0.HOG0007141	OG0006431	-	mikado.HiC_scaffold_2.0G537.1, mikado.HiC_scaffold_2.0G535.1	EVM0000284.1	
N0.HOG0007142	OG0006432	-	mikado.HiC_scaffold_2.0G536.1	EVM0002053.1	KUTeg_010322
N0.HOG0007143	OG0006433	-	mikado.HiC_scaffold_2.0G540.1	EVM0013396.1	KUTeg_009733
N0.HOG0007144	OG0006434	-	mikado.HiC_scaffold_2.0G541.1	EVM0014701.1	KUTeg_009726
N0.HOG0007145	OG0006435	-	mikado.HiC_scaffold_2.0G542.1	EVM0014436.1	KUTeg_009727
N0.HOG0007146	OG0006436	-	mikado.HiC_scaffold_2.0G549.1, mikado.HiC_scaffold_2.0G547.1, mikado.HiC_scaffold_2.0G550.1		
N0.HOG0007147	OG0006437	-	mikado.HiC_scaffold_2.0G557.1	EVM0023226.1	KUTeg_009385
N0.HOG0007148	OG0006438	-	mikado.HiC_scaffold_2.0G570.1	EVM0009872.1	KUTeg_010472
N0.HOG0007149	OG0006439	-	mikado.HiC_scaffold_2.0G571.1	EVM0015863.1	KUTeg_009581
N0.HOG0007150	OG0006440	-	mikado.HiC_scaffold_2.0G572.1	EVM0018967.1	KUTeg_009580
N0.HOG0007151	OG0006441	-	mikado.HiC_scaffold_2.0G573.1	EVM0004357.1	KUTeg_009587
N0.HOG0007152	OG0006442	-	mikado.HiC_scaffold_2.0G574.1	EVM0002731.1	KUTeg_009586
N0.HOG0007153	OG0006443	-	mikado.HiC_scaffold_2.0G575.1	EVM0014542.1	KUTeg_009582
N0.HOG0007154	OG0006444	-	mikado.HiC_scaffold_2.0G577.1	EVM0004187.1	KUTeg_009583
N0.HOG0007155	OG0006445	-	mikado.HiC_scaffold_2.0G578.1	EVM0003262.1	KUTeg_009588
N0.HOG0007156	OG0006446	-	mikado.HiC_scaffold_2.0G586.1	EVM0006683.1, EVM0003569.1	
N0.HOG0007157	OG0006447	-	mikado.HiC_scaffold_2.0G590.1	EVM0018902.1	KUTeg_010343
N0.HOG0007158	OG0006448	-	mikado.HiC_scaffold_2.0G589.1	EVM0013348.1	KUTeg_010344
N0.HOG0007159	OG0006449	-	mikado.HiC_scaffold_2.0G591.1	EVM0012162.1	KUTeg_009631
N0.HOG0007160	OG0006450	-	mikado.HiC_scaffold_2.0G592.1	EVM0004850.1	KUTeg_009630
N0.HOG0007161	OG0006451	-	mikado.HiC_scaffold_2.0G593.2, mikado.HiC_scaffold_2.0G593.1, mikado.HiC_scaffold_2.0G594.1		
N0.HOG0007162	OG0006452	-	mikado.HiC_scaffold_2.0G598.1	EVM0019829.1	KUTeg_009627
N0.HOG0007163	OG0006453	-	mikado.HiC_scaffold_19.0G850.1, mikado.HiC_scaffold_38G1.1, mikado.HiC_scaffold_2.0G614.1		
N0.HOG0007164	OG0006454	-	mikado.HiC_scaffold_2.0G629.1, mikado.HiC_scaffold_2.0G627.1	EVM0010022.1	
N0.HOG0007165	OG0006455	-	mikado.HiC_scaffold_2.0G630.1, mikado.HiC_scaffold_2.0G1083.1, mikado.HiC_scaffold_4.0G79.1		
N0.HOG0007166	OG0006456	-	mikado.HiC_scaffold_2.0G635.1	EVM0007331.1	KUTeg_009807
N0.HOG0007167	OG0006457	-	mikado.HiC_scaffold_2.0G636.1	EVM0010637.1	KUTeg_009806
N0.HOG0007168	OG0006458	-	mikado.HiC_scaffold_2.0G637.1	EVM0012212.1	KUTeg_009803
N0.HOG0007169	OG0006459	-	mikado.HiC_scaffold_2.0G645.1		KUTeg_009377, KUTeg_009378
N0.HOG0007170	OG0006460	-	mikado.HiC_scaffold_2.0G647.1	EVM0021049.1	KUTeg_009376
N0.HOG0007171	OG0006461	-	mikado.HiC_scaffold_2.0G648.1	EVM0009873.1	KUTeg_009382
N0.HOG0007172	OG0006462	-	mikado.HiC_scaffold_2.0G650.1	EVM0017281.1	KUTeg_009379
N0.HOG0007173	OG0006463	-	mikado.HiC_scaffold_2.0G653.1	EVM0019605.1	KUTeg_009211
N0.HOG0007174	OG0006464	-	mikado.HiC_scaffold_2.0G654.1	EVM0016167.1	KUTeg_009374
N0.HOG0007175	OG0006465	-	mikado.HiC_scaffold_2.0G655.1	EVM0015463.1	KUTeg_009509
N0.HOG0007176	OG0006466	-	mikado.HiC_scaffold_2.0G656.1	EVM0004462.1	KUTeg_009508
N0.HOG0007177	OG0006467	-	mikado.HiC_scaffold_2.0G657.1	EVM0023935.1	KUTeg_009507
N0.HOG0007178	OG0006468	-	mikado.HiC_scaffold_2.0G658.1	EVM0009879.1	KUTeg_009513
N0.HOG0007179	OG0006469	-	mikado.HiC_scaffold_2.0G660.1	EVM0011775.1	KUTeg_009515
N0.HOG0007180	OG0006470	-	mikado.HiC_scaffold_2.0G663.1	EVM0022599.1	KUTeg_010235
N0.HOG0007181	OG0006471	-	mikado.HiC_scaffold_2.0G665.1	EVM0016888.1	KUTeg_010236
N0.HOG0007182	OG0006472	-	mikado.HiC_scaffold_2.0G666.1	EVM0016753.1	KUTeg_010240
N0.HOG0007183	OG0006473	-	mikado.HiC_scaffold_2.0G673.1	EVM0024000.1	KUTeg_010368
N0.HOG0007184	OG0006474	-	mikado.HiC_scaffold_2.0G674.1	EVM0004983.1	KUTeg_010371
N0.HOG0007185	OG0006475	-	mikado.HiC_scaffold_2.0G677.1	EVM0021398.1	KUTeg_009634
N0.HOG0007186	OG0006476	-	mikado.HiC_scaffold_2.0G679.1	EVM0011254.1	KUTeg_009633
N0.HOG0007187	OG0006477	-	mikado.HiC_scaffold_2.0G680.1	EVM0010095.1	KUTeg_010318
N0.HOG0007188	OG0006478	-	mikado.HiC_scaffold_2.0G682.1	EVM0006532.1	KUTeg_010047
N0.HOG0007189	OG0006479	-	mikado.HiC_scaffold_2.0G689.1, mikado.HiC_scaffold_2.0G686.1	EVM0013754.1	
N0.HOG0007190	OG0006480	-	mikado.HiC_scaffold_2.0G703.1	EVM0004820.1	KUTeg_010028
N0.HOG0007191	OG0006481	-	mikado.HiC_scaffold_2.0G704.1	EVM0011165.1	KUTeg_010029
N0.HOG0007192	OG0006482	-	mikado.HiC_scaffold_2.0G706.1	EVM0015561.1	KUTeg_010035
N0.HOG0007193	OG0006483	-	mikado.HiC_scaffold_2.0G707.1	EVM0002578.1	KUTeg_010036
N0.HOG0007194	OG0006484	-	mikado.HiC_scaffold_2.0G709.1	EVM0021984.1	KUTeg_009607
N0.HOG0007195	OG0006485	-	mikado.HiC_scaffold_2.0G711.1	EVM0016817.1	KUTeg_004866
N0.HOG0007196	OG0006486	-	mikado.HiC_scaffold_2.0G719.1	EVM0021024.1	KUTeg_009371
N0.HOG0007197	OG0006487	-	mikado.HiC_scaffold_2.0G720.1	EVM0001232.1	KUTeg_009346
N0.HOG0007198	OG0006488	-	mikado.HiC_scaffold_2.0G722.1	EVM0010986.2	KUTeg_009393
N0.HOG0007199	OG0006489	-	mikado.HiC_scaffold_2.0G723.1	EVM0006245.1	KUTeg_010079
N0.HOG0007200	OG0006490	-	mikado.HiC_scaffold_11.0G549.1, mikado.HiC_scaffold_2.0G727.1	EVM0011364.1	
N0.HOG0007201	OG0006491	-	mikado.HiC_scaffold_2.0G738.1	EVM0022673.1	KUTeg_010370
N0.HOG0007202	OG0006492	-	mikado.HiC_scaffold_2.0G739.1	EVM0016831.1	KUTeg_009480
N0.HOG0007203	OG0006493	-	mikado.HiC_scaffold_2.0G741.1	EVM0001494.1	KUTeg_009482
N0.HOG0007204	OG0006494	-	mikado.HiC_scaffold_2.0G744.1	EVM0019580.1	KUTeg_009973
N0.HOG0007205	OG0006495	-	mikado.HiC_scaffold_2.0G745.1	EVM0012557.1	KUTeg_009966
N0.HOG0007206	OG0006496	-	mikado.HiC_scaffold_2.0G749.1	EVM0010234.1	KUTeg_009965
N0.HOG0007207	OG0006497	-	mikado.HiC_scaffold_2.0G750.1	EVM0021348.1	KUTeg_009968
N0.HOG0007208	OG0006498	-	mikado.HiC_scaffold_2.0G753.1	EVM0006271.1	KUTeg_009970
N0.HOG0007209	OG0006499	-	mikado.HiC_scaffold_2.0G754.1	EVM0003110.1	KUTeg_009969
N0.HOG0007210	OG0006500	-	mikado.HiC_scaffold_2.0G769.1	EVM0007295.1	KUTeg_010446
N0.HOG0007211	OG0006501	-	mikado.HiC_scaffold_2.0G775.1	EVM0011598.1	KUTeg_010092
N0.HOG0007212	OG0006502	-	mikado.HiC_scaffold_2.0G776.1	EVM0022754.1	KUTeg_010093
N0.HOG0007213	OG0006503	-	mikado.HiC_scaffold_2.0G777.1	EVM0010488.1	KUTeg_009369
