HOG	OG	Gene Tree Parent Clade	Azeb	Sbro	Tgra
N1.HOG0005073	OG0004194	n0		EVM0020606.1	KUTeg_001627, KUTeg_002116
N1.HOG0005074	OG0004195	n0		EVM0016000.1	KUTeg_001623, KUTeg_001626
N1.HOG0005075	OG0004196	n0		EVM0005626.1	KUTeg_001622, KUTeg_001629
N1.HOG0005076	OG0004197	n0		EVM0014551.1, EVM0022351.1	KUTeg_002629
N1.HOG0005077	OG0004198	n0		EVM0014694.1	KUTeg_001682, KUTeg_001870
N1.HOG0005078	OG0004199	n0		EVM0000275.1, EVM0003373.1	
N1.HOG0005079	OG0004200	n0		EVM0009026.1, EVM0011828.1, EVM0005158.1	
N1.HOG0005080	OG0004201	n0		EVM0003408.1	KUTeg_011129
N1.HOG0005081	OG0004202	n0		EVM0000361.1	KUTeg_002280, KUTeg_002278
N1.HOG0005082	OG0004203	n0		EVM0021713.1, EVM0014165.1	KUTeg_002001
N1.HOG0005083	OG0004204	n0		EVM0008376.1	KUTeg_002362, KUTeg_002356
N1.HOG0005084	OG0004205	n0		EVM0003503.1	KUTeg_002359, KUTeg_001446
N1.HOG0005085	OG0004206	n0		EVM0008249.1	KUTeg_011988
N1.HOG0005086	OG0004207	n0		EVM0018995.1	KUTeg_002707, KUTeg_002158
N1.HOG0005087	OG0004208	n0			KUTeg_001948, KUTeg_001956, KUTeg_001955
N1.HOG0005088	OG0004209	n0		EVM0005759.1	KUTeg_019041, KUTeg_019040
N1.HOG0005089	OG0004210	n0		EVM0015296.1	KUTeg_001718
N1.HOG0005090	OG0004212	n0		EVM0006475.1	KUTeg_019651
N1.HOG0005091	OG0004213	n0		EVM0014961.1, EVM0009656.1	KUTeg_002173
N1.HOG0005092	OG0004214	n0		EVM0015421.2	KUTeg_002310
N1.HOG0005093	OG0004215	n0		EVM0002910.1	KUTeg_000654, KUTeg_000657
N1.HOG0005094	OG0004216	n0		EVM0017132.1	KUTeg_002511
N1.HOG0005095	OG0004217	n0		EVM0018732.1	KUTeg_002510
N1.HOG0005096	OG0004218	n0		EVM0016388.1	KUTeg_002632, KUTeg_002637
N1.HOG0005097	OG0004219	n0		EVM0019068.1, EVM0005910.1	KUTeg_002161
N1.HOG0005098	OG0004220	n0		EVM0009644.1, EVM0019252.1	KUTeg_001868
N1.HOG0005099	OG0004221	n0		EVM0021464.1	KUTeg_001621, KUTeg_001613
N1.HOG0005100	OG0004222	n0		EVM0021030.1	KUTeg_002678, KUTeg_002141
N1.HOG0005101	OG0004223	n0		EVM0014507.1	KUTeg_002501, KUTeg_001604
N1.HOG0005102	OG0004224	n0		EVM0018938.1	KUTeg_001606
N1.HOG0005103	OG0004225	n0		EVM0004062.1, EVM0010007.1	KUTeg_001790
N1.HOG0005104	OG0004226	n0		EVM0018058.1	KUTeg_002079
N1.HOG0005105	OG0004227	n0		EVM0002027.1, EVM0016644.1	KUTeg_001898
N1.HOG0005106	OG0004228	n0		EVM0004530.1	KUTeg_002654
N1.HOG0005107	OG0004229	n0		EVM0007782.1	KUTeg_002339
N1.HOG0005108	OG0004230	n0		EVM0008072.1	KUTeg_001491, KUTeg_001675
N1.HOG0005109	OG0004231	n0		EVM0017781.1	KUTeg_002279
N1.HOG0005110	OG0004232	n0		EVM0006177.1	KUTeg_002350
N1.HOG0005111	OG0004233	n0		EVM0002956.1, EVM0011992.1	KUTeg_001711
N1.HOG0005112	OG0004234	n0		EVM0010156.1, EVM0023753.1	KUTeg_002192
N1.HOG0005113	OG0004235	n0		EVM0018725.1, EVM0015650.1	KUTeg_001484
N1.HOG0005114	OG0004236	n0		EVM0020740.1	KUTeg_001747, KUTeg_001742
N1.HOG0005115	OG0004237	n0		EVM0014801.1	KUTeg_002366, KUTeg_002191
N1.HOG0005116	OG0004238	n0		EVM0021335.1	KUTeg_001831, KUTeg_001832
N1.HOG0005117	OG0004239	n0		EVM0023362.1	KUTeg_001902, KUTeg_002075
N1.HOG0005118	OG0004240	n0		EVM0017062.1	KUTeg_002596
N1.HOG0005119	OG0004241	n0		EVM0012113.1	KUTeg_002186
N1.HOG0005120	OG0004242	n0		EVM0013523.1	KUTeg_001791
N1.HOG0005121	OG0004243	n0		EVM0014245.1	KUTeg_001493
N1.HOG0005122	OG0004244	n0			KUTeg_001412
N1.HOG0005123	OG0004245	n0		EVM0010165.1	KUTeg_001347
N1.HOG0005124	OG0004246	n0		EVM0005370.1	KUTeg_001465
N1.HOG0005125	OG0004247	n0		EVM0022040.1	KUTeg_001829
N1.HOG0005126	OG0004248	n0		EVM0007151.1	KUTeg_007321, KUTeg_007317
N1.HOG0005127	OG0004249	n0			KUTeg_007843
N1.HOG0005128	OG0004250	n0		EVM0018517.1	KUTeg_004658, KUTeg_007093
N1.HOG0005129	OG0004251	n0		EVM0014556.1	KUTeg_008008
N1.HOG0005130	OG0004252	n0		EVM0013375.1, EVM0003500.1	KUTeg_007583
N1.HOG0005131	OG0004253	n0		EVM0006908.1	KUTeg_011419
N1.HOG0005132	OG0004254	n0		EVM0011228.1	KUTeg_011417, KUTeg_007585
N1.HOG0005133	OG0004255	n0		EVM0021032.1	
N1.HOG0005134	OG0004256	n0		EVM0008252.1, EVM0016759.1	KUTeg_016944
N1.HOG0005135	OG0004257	n0		EVM0020343.1	KUTeg_016942
N1.HOG0005136	OG0004258	n0		EVM0003509.1	KUTeg_016061, KUTeg_016941
N1.HOG0005137	OG0004259	n0		EVM0019272.1	KUTeg_014794, KUTeg_016068
N1.HOG0005138	OG0004260	n0		EVM0013173.1	KUTeg_015901
N1.HOG0005139	OG0004261	n0		EVM0003886.1	KUTeg_016455
N1.HOG0005140	OG0004262	n0		EVM0002393.1	KUTeg_016984
N1.HOG0005141	OG0004263	n0		EVM0008326.1	KUTeg_016228
N1.HOG0005142	OG0004264	n0		EVM0010618.1	KUTeg_014644, KUTeg_015842
N1.HOG0005143	OG0004265	n0			KUTeg_017109, KUTeg_017104, KUTeg_017107
N1.HOG0005144	OG0004266	n0		EVM0002662.1	KUTeg_016019, KUTeg_017102
N1.HOG0005145	OG0004267	n0		EVM0022391.1	KUTeg_017046, KUTeg_016518
N1.HOG0005146	OG0004268	n0		EVM0014163.1	KUTeg_017044, KUTeg_017052
N1.HOG0005147	OG0004269	n0		EVM0017786.1	KUTeg_016283, KUTeg_011397
N1.HOG0005148	OG0004270	n0		EVM0000255.1	KUTeg_011400, KUTeg_016284
N1.HOG0005149	OG0004271	n0		EVM0009725.1	KUTeg_011401, KUTeg_016782
N1.HOG0005150	OG0004272	n0		EVM0002332.1, EVM0017229.1	KUTeg_016298
N1.HOG0005151	OG0004273	n0		EVM0004928.1, EVM0012191.1	
N1.HOG0005152	OG0004274	n0		EVM0020879.1	KUTeg_016723, KUTeg_016727
N1.HOG0005153	OG0004275	n0		EVM0002068.1	KUTeg_016764, KUTeg_016698
N1.HOG0005154	OG0004276	n0		EVM0016234.1, EVM0022101.1	KUTeg_016705
N1.HOG0005155	OG0004277	n0		EVM0007617.1	KUTeg_016234
N1.HOG0005156	OG0004278	n0		EVM0022583.1	KUTeg_015996, KUTeg_015997
N1.HOG0005157	OG0004279	n0		EVM0000923.1, EVM0017925.1	KUTeg_015988
N1.HOG0005158	OG0004280	n0		EVM0007754.1, EVM0010535.1	KUTeg_016039
N1.HOG0005159	OG0004281	n0		EVM0017617.1	KUTeg_017049
N1.HOG0005160	OG0004283	n0		EVM0013988.1	KUTeg_016008, KUTeg_016009
N1.HOG0005161	OG0004284	n0		EVM0019283.1	KUTeg_017196
N1.HOG0005162	OG0004285	n0		EVM0010968.1	KUTeg_016272
N1.HOG0005163	OG0004286	n0		EVM0002018.1, EVM0022870.1	KUTeg_015906
N1.HOG0005164	OG0004287	n0		EVM0021497.1	
N1.HOG0005165	OG0004288	n0		EVM0018750.1	KUTeg_006908
N1.HOG0005166	OG0004289	n0		EVM0021026.1	KUTeg_017182
N1.HOG0005167	OG0004290	n0		EVM0013609.1	KUTeg_016487, KUTeg_017078
N1.HOG0005168	OG0004291	n0		EVM0006138.1	KUTeg_016486, KUTeg_017077
N1.HOG0005169	OG0004292	n0		EVM0021395.1	KUTeg_017075, KUTeg_017076
N1.HOG0005170	OG0004293	n0		EVM0012558.1	KUTeg_011161, KUTeg_006554
N1.HOG0005171	OG0004294	n0		EVM0001719.1	KUTeg_006551, KUTeg_011162
N1.HOG0005172	OG0004295	n0		EVM0006545.1	KUTeg_011164, KUTeg_006552
N1.HOG0005173	OG0004296	n0		EVM0011377.1, EVM0000321.1, EVM0001170.1	
N1.HOG0005174	OG0004297	n0		EVM0019612.1	KUTeg_012776, KUTeg_011649
N1.HOG0005175	OG0004298	n0		EVM0006638.1	KUTeg_006322, KUTeg_016511
N1.HOG0005176	OG0004299	n0		EVM0021614.1	KUTeg_017100, KUTeg_016325
N1.HOG0005177	OG0004300	n0		EVM0015095.1	KUTeg_016322, KUTeg_016319
N1.HOG0005178	OG0004301	n0		EVM0008581.1, EVM0017455.1	KUTeg_016945
N1.HOG0005179	OG0004302	n0		EVM0007130.1	KUTeg_015983, KUTeg_014844
N1.HOG0005180	OG0004303	n0		EVM0015743.1	KUTeg_016926
N1.HOG0005181	OG0004304	n0		EVM0018956.1	KUTeg_016927
N1.HOG0005182	OG0004305	n0		EVM0005103.1	KUTeg_017388, KUTeg_014494
N1.HOG0005183	OG0004306	n0		EVM0012313.1	KUTeg_016251
N1.HOG0005184	OG0004307	n0		EVM0000145.1	KUTeg_016246
N1.HOG0005185	OG0004308	n0		EVM0004211.1, EVM0013108.1	KUTeg_022408
N1.HOG0005186	OG0004309	n0		EVM0020594.1	KUTeg_017149
N1.HOG0005187	OG0004310	n0		EVM0011886.1	KUTeg_016594, KUTeg_017150
N1.HOG0005188	OG0004311	n0		EVM0003942.1	KUTeg_014759
N1.HOG0005189	OG0004312	n0		EVM0004480.2	KUTeg_016827
N1.HOG0005190	OG0004313	n0		EVM0013674.1	KUTeg_016460, KUTeg_015938
N1.HOG0005191	OG0004314	n0			KUTeg_016654, KUTeg_005813, KUTeg_016722
N1.HOG0005192	OG0004315	n0		EVM0022008.1	KUTeg_016162
N1.HOG0005193	OG0004316	n0		EVM0023170.1	KUTeg_016371, KUTeg_004039
N1.HOG0005194	OG0004317	n0		EVM0009844.1	KUTeg_016861
N1.HOG0005195	OG0004318	n0		EVM0012705.1	KUTeg_016117
N1.HOG0005196	OG0004319	n0		EVM0015120.1	KUTeg_006555, KUTeg_005790
N1.HOG0005197	OG0004320	n0		EVM0002847.1, EVM0000915.1, EVM0017896.1	
N1.HOG0005198	OG0004321	n0		EVM0003922.1	KUTeg_016203
N1.HOG0005199	OG0004322	n0		EVM0009976.1	KUTeg_016205, KUTeg_016686
N1.HOG0005200	OG0004323	n0		EVM0018219.1	KUTeg_017367, KUTeg_015819
N1.HOG0005201	OG0004324	n0		EVM0022102.1, EVM0019742.1	KUTeg_016961
N1.HOG0005202	OG0004325	n0		EVM0013729.1	KUTeg_016575, KUTeg_016576
N1.HOG0005203	OG0004326	n0		EVM0005738.1	KUTeg_016147, KUTeg_011426
N1.HOG0005204	OG0004327	n0		EVM0004445.1	KUTeg_017063, KUTeg_016733
N1.HOG0005205	OG0004328	n0		EVM0014405.1, EVM0006309.1	KUTeg_016141
N1.HOG0005206	OG0004329	n0		EVM0007829.1, EVM0013261.1	KUTeg_016950
N1.HOG0005207	OG0004330	n0		EVM0020341.1	KUTeg_016049
N1.HOG0005208	OG0004331	n0			KUTeg_015891, KUTeg_016393, KUTeg_016849
N1.HOG0005209	OG0004332	n0		EVM0012509.1	KUTeg_016060
N1.HOG0005210	OG0004333	n0		EVM0023368.1	KUTeg_015953, KUTeg_016468
N1.HOG0005211	OG0004334	n0		EVM0008918.1	KUTeg_017032, KUTeg_015954
N1.HOG0005212	OG0004335	n0		EVM0013926.1	KUTeg_017031, KUTeg_016465
N1.HOG0005213	OG0004336	n0		EVM0004009.1	KUTeg_016464, KUTeg_016275
N1.HOG0005214	OG0004337	n0		EVM0011136.1	KUTeg_016115
N1.HOG0005215	OG0004338	n0		EVM0015768.1	KUTeg_016623, KUTeg_016622
N1.HOG0005216	OG0004339	n0		EVM0018431.1	KUTeg_016992
N1.HOG0005217	OG0004340	n0		EVM0004985.1	KUTeg_014778, KUTeg_016837
N1.HOG0005218	OG0004341	n0		EVM0005304.1	KUTeg_016835, KUTeg_014776
N1.HOG0005219	OG0004342	n0		EVM0018449.1	KUTeg_016923
N1.HOG0005220	OG0004343	n0		EVM0016375.1	KUTeg_016505
N1.HOG0005221	OG0004344	n0		EVM0023921.1	KUTeg_016779, KUTeg_011404
N1.HOG0005222	OG0004345	n0		EVM0023875.1	KUTeg_011402, KUTeg_016786
N1.HOG0005223	OG0004346	n0		EVM0022196.1	KUTeg_016561, KUTeg_006907
N1.HOG0005224	OG0004347	n0		EVM0020841.1	KUTeg_016277, KUTeg_016466
N1.HOG0005225	OG0004348	n0		EVM0000938.1	KUTeg_016625
N1.HOG0005226	OG0004349	n0		EVM0009580.1	KUTeg_016403, KUTeg_016970
N1.HOG0005227	OG0004350	n0		EVM0007456.2	KUTeg_016865
N1.HOG0005228	OG0004351	n0		EVM0007383.1	KUTeg_017001, KUTeg_017035
N1.HOG0005229	OG0004352	n0		EVM0018120.1	KUTeg_016751
N1.HOG0005230	OG0004353	n0		EVM0015644.1	KUTeg_002567
N1.HOG0005231	OG0004355	n0		EVM0022668.1, EVM0002499.1	KUTeg_016501
N1.HOG0005232	OG0004356	n0		EVM0017343.1	KUTeg_017065, KUTeg_016732
N1.HOG0005233	OG0004357	n0		EVM0017296.1	KUTeg_015864
N1.HOG0005234	OG0004358	n0		EVM0002970.1	KUTeg_016442, KUTeg_009064
N1.HOG0005235	OG0004359	n0		EVM0020411.1	KUTeg_016438
N1.HOG0005236	OG0004360	n0		EVM0017063.1	KUTeg_007798, KUTeg_007804
N1.HOG0005237	OG0004361	n0		EVM0012420.1	KUTeg_016895
N1.HOG0005238	OG0004363	n0		EVM0009184.1	KUTeg_016313
N1.HOG0005239	OG0004364	n0		EVM0019547.1, EVM0012773.1, EVM0015574.1	
N1.HOG0005240	OG0004365	n0		EVM0015458.1	KUTeg_016499
N1.HOG0005241	OG0004366	n0		EVM0013519.1	KUTeg_015985
N1.HOG0005242	OG0004367	n0		EVM0016169.1	KUTeg_007280
N1.HOG0005243	OG0004368	n0			KUTeg_007323
N1.HOG0005244	OG0004369	n0			KUTeg_006073
N1.HOG0005245	OG0004372	n0		EVM0004106.1	KUTeg_012134, KUTeg_012136
N1.HOG0005246	OG0004373	n0		EVM0001213.2	KUTeg_016180
N1.HOG0005247	OG0004374	n0		EVM0002817.1	KUTeg_016674
N1.HOG0005248	OG0004375	n0		EVM0022800.1, EVM0008609.1	KUTeg_016673
N1.HOG0005249	OG0004376	n0		EVM0012635.1	KUTeg_015811, KUTeg_016670
N1.HOG0005250	OG0004377	n0		EVM0021932.1	KUTeg_016669, KUTeg_015810
N1.HOG0005251	OG0004378	n0		EVM0021412.1	KUTeg_016665, KUTeg_016666
N1.HOG0005252	OG0004379	n0		EVM0000707.1	KUTeg_016262, KUTeg_016256
N1.HOG0005253	OG0004380	n0			KUTeg_016082
N1.HOG0005254	OG0004381	n0		EVM0022259.1	KUTeg_016135
N1.HOG0005255	OG0004382	n0		EVM0022374.1	KUTeg_016237
N1.HOG0005256	OG0004383	n0		EVM0012528.1	KUTeg_016295
N1.HOG0005257	OG0004384	n0		EVM0000122.1, EVM0009260.1, EVM0017950.1	
N1.HOG0005258	OG0004385	n0		EVM0021341.2	KUTeg_016512
N1.HOG0005259	OG0004386	n0		EVM0023769.1	KUTeg_016041
N1.HOG0005260	OG0004387	n0		EVM0010335.1, EVM0010584.1	KUTeg_016232
N1.HOG0005261	OG0004388	n0		EVM0003564.1, EVM0007735.3	KUTeg_016226
N1.HOG0005262	OG0004389	n0		EVM0003000.1, EVM0002215.1	KUTeg_016224
N1.HOG0005263	OG0004390	n0		EVM0000223.1, EVM0014156.1	KUTeg_016225
N1.HOG0005264	OG0004391	n0		EVM0006403.1	KUTeg_016820, KUTeg_015932
N1.HOG0005265	OG0004392	n0		EVM0019135.1	KUTeg_002768, KUTeg_016170
N1.HOG0005266	OG0004393	n0		EVM0023248.1	KUTeg_016254, KUTeg_016261
N1.HOG0005267	OG0004394	n0		EVM0013386.1	KUTeg_017110
N1.HOG0005268	OG0004395	n0		EVM0007902.1	KUTeg_015873, KUTeg_005827
N1.HOG0005269	OG0004396	n0		EVM0010895.1	KUTeg_015875, KUTeg_005829
N1.HOG0005270	OG0004397	n0		EVM0008726.1	KUTeg_005818, KUTeg_015874
N1.HOG0005271	OG0004398	n0		EVM0005675.1	KUTeg_005817, KUTeg_015869
N1.HOG0005272	OG0004399	n0		EVM0021147.1	KUTeg_016917
N1.HOG0005273	OG0004400	n0		EVM0021946.2	KUTeg_015838
N1.HOG0005274	OG0004401	n0		EVM0013211.1	KUTeg_017087
N1.HOG0005275	OG0004402	n0		EVM0007503.1	KUTeg_016013
N1.HOG0005276	OG0004403	n0		EVM0001249.1	KUTeg_020001
N1.HOG0005277	OG0004404	n0		EVM0021158.1	KUTeg_016890
N1.HOG0005278	OG0004405	n0		EVM0012016.1	KUTeg_016886
N1.HOG0005279	OG0004406	n0		EVM0001645.1	KUTeg_016819, KUTeg_017013
N1.HOG0005280	OG0004407	n0		EVM0011160.1, EVM0022532.1	KUTeg_016186
N1.HOG0005281	OG0004408	n0		EVM0000613.1	KUTeg_016412
N1.HOG0005282	OG0004409	n0		EVM0007068.1	KUTeg_015943, KUTeg_016461
N1.HOG0005283	OG0004410	n0		EVM0014480.1	KUTeg_008619
N1.HOG0005284	OG0004411	n0		EVM0004245.1	KUTeg_016289, KUTeg_016566
N1.HOG0005285	OG0004412	n0		EVM0010767.1, EVM0005102.1	KUTeg_021808
N1.HOG0005286	OG0004413	n0		EVM0014569.1	KUTeg_017098, KUTeg_017101
N1.HOG0005287	OG0004414	n0		EVM0010109.1	KUTeg_016472, KUTeg_016475
N1.HOG0005288	OG0004415	n0			KUTeg_019536, KUTeg_019864
N1.HOG0005289	OG0004416	n0		EVM0017345.1	KUTeg_001112, KUTeg_016293
N1.HOG0005290	OG0004417	n0		EVM0015235.1	KUTeg_008287
N1.HOG0005291	OG0004418	n0		EVM0007359.1	KUTeg_004184
N1.HOG0005292	OG0004419	n0		EVM0020563.1	KUTeg_004183
N1.HOG0005293	OG0004420	n0		EVM0010885.1	KUTeg_016794
N1.HOG0005294	OG0004421	n0		EVM0013901.1	KUTeg_017161, KUTeg_005667
N1.HOG0005295	OG0004422	n0		EVM0004975.3	KUTeg_017159
N1.HOG0005296	OG0004423	n0		EVM0006577.1	KUTeg_016911, KUTeg_006550
N1.HOG0005297	OG0004424	n0		EVM0005405.1	KUTeg_015858
N1.HOG0005298	OG0004425	n0		EVM0013296.1	KUTeg_014789, KUTeg_014664
N1.HOG0005299	OG0004426	n0		EVM0005758.1	KUTeg_000092, KUTeg_016839
N1.HOG0005300	OG0004427	n0		EVM0010327.1	KUTeg_016773
N1.HOG0005301	OG0004428	n0		EVM0014942.2	KUTeg_016770
N1.HOG0005302	OG0004429	n0		EVM0012992.1	KUTeg_015912, KUTeg_016347
N1.HOG0005303	OG0004430	n0		EVM0015740.1	KUTeg_016731
N1.HOG0005304	OG0004431	n0		EVM0017139.1	KUTeg_017054
N1.HOG0005305	OG0004432	n0		EVM0002330.1	KUTeg_017062, KUTeg_005885
N1.HOG0005306	OG0004433	n0		EVM0015812.1, EVM0016795.1, EVM0007954.1	
N1.HOG0005307	OG0004434	n0		EVM0014355.1	KUTeg_015818
N1.HOG0005308	OG0004435	n0		EVM0013882.1	KUTeg_015825
N1.HOG0005309	OG0004436	n0		EVM0016488.1	KUTeg_016684, KUTeg_015826
N1.HOG0005310	OG0004437	n0		EVM0007291.1	KUTeg_015821, KUTeg_016683
N1.HOG0005311	OG0004438	n0		EVM0017556.1	KUTeg_015823, KUTeg_016681
N1.HOG0005312	OG0004439	n0		EVM0017293.1, EVM0010992.1	KUTeg_015822
N1.HOG0005313	OG0004440	n0		EVM0019302.1, EVM0000983.1, EVM0008625.1	
N1.HOG0005314	OG0004441	n0		EVM0003550.1	
N1.HOG0005315	OG0004442	n0		EVM0004432.1	
N1.HOG0005316	OG0004443	n0		EVM0003699.1, EVM0022324.2	KUTeg_017092
N1.HOG0005317	OG0004444	n0		EVM0012799.1	KUTeg_016479
N1.HOG0005318	OG0004445	n0		EVM0011530.1	KUTeg_012834, KUTeg_016483
N1.HOG0005319	OG0004446	n0		EVM0007379.1	KUTeg_012833
N1.HOG0005320	OG0004447	n0		EVM0013979.1	KUTeg_012823, KUTeg_012829
N1.HOG0005321	OG0004448	n0		EVM0018026.1	KUTeg_016631, KUTeg_016633
N1.HOG0005322	OG0004449	n0		EVM0015810.1	KUTeg_003632, KUTeg_002997
N1.HOG0005323	OG0004450	n0		EVM0016916.1	KUTeg_003871
N1.HOG0005324	OG0004451	n0		EVM0011211.1	KUTeg_013289
N1.HOG0005325	OG0004452	n0		EVM0012742.1	KUTeg_016107, KUTeg_016108
N1.HOG0005326	OG0004453	n0		EVM0005127.1	KUTeg_016565, KUTeg_007801
N1.HOG0005327	OG0004455	n0		EVM0016422.1	KUTeg_016164, KUTeg_016160
N1.HOG0005328	OG0004458	n0		EVM0004183.1, EVM0018373.1	KUTeg_005339
N1.HOG0005329	OG0004459	n0		EVM0010630.1, EVM0001834.1	KUTeg_004793
N1.HOG0005330	OG0004460	n0		EVM0002035.1, EVM0000580.1	KUTeg_005364
N1.HOG0005331	OG0004461	n0		EVM0011930.1	KUTeg_005365
N1.HOG0005332	OG0004462	n0		EVM0006804.1	KUTeg_004886, KUTeg_004887
N1.HOG0005333	OG0004463	n0		EVM0009355.1	KUTeg_024285, KUTeg_004881
N1.HOG0005334	OG0004464	n0		EVM0008177.1	KUTeg_004729
N1.HOG0005335	OG0004465	n0		EVM0013755.1	KUTeg_005480
N1.HOG0005336	OG0004466	n0		EVM0022491.1	KUTeg_005037
N1.HOG0005337	OG0004467	n0		EVM0008789.1, EVM0006189.1, EVM0017255.1	
N1.HOG0005338	OG0004468	n0		EVM0005664.1	KUTeg_004800
N1.HOG0005339	OG0004469	n0		EVM0003787.1	KUTeg_005174
N1.HOG0005340	OG0004470	n0		EVM0003735.1	KUTeg_014246
N1.HOG0005341	OG0004471	n0		EVM0007172.1	KUTeg_005074, KUTeg_004818
N1.HOG0005342	OG0004472	n0		EVM0000886.1	KUTeg_005060
N1.HOG0005343	OG0004473	n0		EVM0013870.1	
N1.HOG0005344	OG0004474	n0		EVM0000103.1	KUTeg_004991
N1.HOG0005345	OG0004476	n0		EVM0015749.1	KUTeg_004904
N1.HOG0005346	OG0004477	n0		EVM0020794.1	KUTeg_004946, KUTeg_017213
N1.HOG0005347	OG0004478	n0		EVM0015554.1	KUTeg_005535
N1.HOG0005348	OG0004479	n1		EVM0020935.1	
N1.HOG0005349	OG0004479	n2		EVM0013421.1	
N1.HOG0005350	OG0004480	n0		EVM0021386.1	KUTeg_009794
N1.HOG0005351	OG0004481	n0		EVM0010482.1	KUTeg_001029, KUTeg_005615
N1.HOG0005352	OG0004482	n0		EVM0002488.1, EVM0022340.1, EVM0005529.1	
N1.HOG0005353	OG0004483	n0		EVM0014140.1, EVM0013987.1	KUTeg_005223
N1.HOG0005354	OG0004484	n0		EVM0006513.1, EVM0000615.1	KUTeg_005222
N1.HOG0005355	OG0004485	n0		EVM0022055.1, EVM0016091.1	KUTeg_005463
N1.HOG0005356	OG0004486	n0		EVM0001501.1	
N1.HOG0005357	OG0004487	n0		EVM0007948.1	KUTeg_004999
N1.HOG0005358	OG0004488	n0		EVM0005614.1	KUTeg_005366
N1.HOG0005359	OG0004489	n0		EVM0019791.1	KUTeg_004715
N1.HOG0005360	OG0004490	n0		EVM0002756.1, EVM0002942.1	KUTeg_005520
N1.HOG0005361	OG0004491	n0		EVM0014490.1	KUTeg_005513, KUTeg_004898
N1.HOG0005362	OG0004492	n0		EVM0000639.1, EVM0010196.1	KUTeg_018930
N1.HOG0005363	OG0004493	n0		EVM0006573.1, EVM0013515.1	KUTeg_000082
N1.HOG0005364	OG0004494	n0		EVM0008247.1, EVM0021630.1	KUTeg_021149
N1.HOG0005365	OG0004495	n0		EVM0022880.1, EVM0016763.1	KUTeg_004777
N1.HOG0005366	OG0004496	n0		EVM0009398.1	KUTeg_005498, KUTeg_005497
N1.HOG0005367	OG0004497	n0		EVM0009777.1	KUTeg_005492
N1.HOG0005368	OG0004498	n0		EVM0009358.1, EVM0013199.1	KUTeg_004822
N1.HOG0005369	OG0004499	n0		EVM0015737.1	KUTeg_005605
N1.HOG0005370	OG0004500	n0		EVM0014160.1, EVM0020828.1	KUTeg_005606
N1.HOG0005371	OG0004501	n0		EVM0022661.1	KUTeg_005603
N1.HOG0005372	OG0004502	n0		EVM0009373.1	KUTeg_004994, KUTeg_004736
N1.HOG0005373	OG0004503	n0		EVM0012933.1	KUTeg_004812, KUTeg_004811
N1.HOG0005374	OG0004504	n0		EVM0023274.1	KUTeg_004810, KUTeg_004815
N1.HOG0005375	OG0004505	n0		EVM0005108.1	KUTeg_013497
N1.HOG0005376	OG0004506	n0		EVM0006892.1	KUTeg_005484
N1.HOG0005377	OG0004507	n0		EVM0008279.1	KUTeg_014763, KUTeg_004870
N1.HOG0005378	OG0004508	n0		EVM0012688.1	KUTeg_008312
N1.HOG0005379	OG0004509	n0		EVM0005792.1, EVM0020093.1	KUTeg_005570
N1.HOG0005380	OG0004510	n0		EVM0016887.1	KUTeg_001913
N1.HOG0005381	OG0004511	n0		EVM0013837.1	KUTeg_005099, KUTeg_005100
N1.HOG0005382	OG0004512	n0		EVM0017016.1	KUTeg_004997
N1.HOG0005383	OG0004513	n0		EVM0005572.1	KUTeg_004996, KUTeg_004733
N1.HOG0005384	OG0004514	n0		EVM0017927.1	KUTeg_005394
N1.HOG0005385	OG0004515	n0		EVM0011128.1	KUTeg_004950
N1.HOG0005386	OG0004516	n0		EVM0023788.1	KUTeg_005545, KUTeg_005186
N1.HOG0005387	OG0004517	n0		EVM0022904.1	KUTeg_005650, KUTeg_005651
N1.HOG0005388	OG0004518	n0		EVM0009796.1	KUTeg_005150
N1.HOG0005389	OG0004519	n0		EVM0011625.1	KUTeg_005148
N1.HOG0005390	OG0004520	n0		EVM0012300.1	KUTeg_005659, KUTeg_005302
N1.HOG0005391	OG0004521	n0		EVM0018691.1	KUTeg_005178, KUTeg_005795
N1.HOG0005392	OG0004522	n0		EVM0012942.1	KUTeg_004861, KUTeg_014765
N1.HOG0005393	OG0004523	n0		EVM0010139.1, EVM0016118.1	KUTeg_010654
N1.HOG0005394	OG0004524	n0		EVM0023041.1	KUTeg_005120, KUTeg_005476
N1.HOG0005395	OG0004525	n0		EVM0010273.1	KUTeg_005470, KUTeg_005123
N1.HOG0005396	OG0004526	n0		EVM0009484.1	KUTeg_023994, KUTeg_024001
N1.HOG0005397	OG0004527	n0		EVM0017336.1, EVM0019245.1	KUTeg_004846
N1.HOG0005398	OG0004528	n0		EVM0003798.1	KUTeg_005346
N1.HOG0005399	OG0004529	n0		EVM0004660.1	KUTeg_004959, KUTeg_004958
N1.HOG0005400	OG0004530	n0		EVM0008824.1	KUTeg_004955
N1.HOG0005401	OG0004531	n0		EVM0023951.1	KUTeg_005105, KUTeg_005479
N1.HOG0005402	OG0004532	n0		EVM0012585.1	KUTeg_005011
N1.HOG0005403	OG0004533	n0		EVM0014230.1, EVM0016954.1	
N1.HOG0005404	OG0004534	n0		EVM0006204.1	KUTeg_005396, KUTeg_005139
N1.HOG0005405	OG0004535	n0		EVM0016704.1	KUTeg_005140, KUTeg_005395
