Orthogroup	Sbro	Azeb
OG0006694	EVM0021225.1	mikado.HiC_scaffold_2.0G1500.1
OG0006695	EVM0011862.1	mikado.HiC_scaffold_2.0G1501.1
OG0006696	EVM0001074.1	mikado.HiC_scaffold_2.0G1502.1
OG0006699	EVM0013126.1	mikado.HiC_scaffold_2.0G1505.1
OG0006700	EVM0002581.1	mikado.HiC_scaffold_2.0G1509.1
OG0006701	EVM0013284.1	mikado.HiC_scaffold_2.0G1512.1
OG0006702	EVM0004239.1	mikado.HiC_scaffold_2.0G1515.2
OG0006703	EVM0010923.1	mikado.HiC_scaffold_2.0G1516.1
OG0006704	EVM0008670.1	mikado.HiC_scaffold_2.0G1517.1
OG0006705	EVM0008903.1	mikado.HiC_scaffold_2.0G1524.1
OG0006706	EVM0002331.1	mikado.HiC_scaffold_2.0G1526.1
OG0006707	EVM0013494.1	mikado.HiC_scaffold_2.0G1531.1
OG0006708	EVM0011265.1	mikado.HiC_scaffold_2.0G1532.1
OG0006709	EVM0011596.1	mikado.HiC_scaffold_3.0G5.1
OG0006711	EVM0007865.1	mikado.HiC_scaffold_3.0G23.1
OG0006712	EVM0019266.1, EVM0000660.1	mikado.HiC_scaffold_3.0G38.1
OG0006713	EVM0009552.1	mikado.HiC_scaffold_3.0G41.1
OG0006714	EVM0018121.1	mikado.HiC_scaffold_3.0G47.1, mikado.HiC_scaffold_3.0G45.1
OG0006715	EVM0009558.1	mikado.HiC_scaffold_3.0G50.1
OG0006716	EVM0009459.1	mikado.HiC_scaffold_3.0G56.1, mikado.HiC_scaffold_3.0G55.1
OG0006717	EVM0006828.1	mikado.HiC_scaffold_3.0G58.1
OG0006718	EVM0019732.1	mikado.HiC_scaffold_3.0G66.1
OG0006719	EVM0016756.1	mikado.HiC_scaffold_3.0G67.1
OG0006720	EVM0000435.1	mikado.HiC_scaffold_3.0G71.1
OG0006721	EVM0007697.1	mikado.HiC_scaffold_3.0G72.1
OG0006722	EVM0010328.1	mikado.HiC_scaffold_3.0G73.1
OG0006723	EVM0005192.1	mikado.HiC_scaffold_3.0G75.1
OG0006724	EVM0022869.1	mikado.HiC_scaffold_3.0G81.1
OG0006727	EVM0020479.1	mikado.HiC_scaffold_3.0G97.1, mikado.HiC_scaffold_3.0G98.1
OG0006729	EVM0002116.1	mikado.HiC_scaffold_3.0G112.1
OG0006731	EVM0022638.1	mikado.HiC_scaffold_3.0G121.1
OG0006732	EVM0011821.1	mikado.HiC_scaffold_3.0G123.1
OG0006733	EVM0005794.1	mikado.HiC_scaffold_3.0G127.1
OG0006734	EVM0005460.1	mikado.HiC_scaffold_3.0G128.1
OG0006735	EVM0023313.1	mikado.HiC_scaffold_3.0G131.1
OG0006736	EVM0006865.1	mikado.HiC_scaffold_3.0G132.1
OG0006737	EVM0023447.1	mikado.HiC_scaffold_3.0G133.1
OG0006738	EVM0023116.1	mikado.HiC_scaffold_3.0G139.1
OG0006739	EVM0003645.1	mikado.HiC_scaffold_3.0G144.1
OG0006740	EVM0017681.1	mikado.HiC_scaffold_3.0G146.1
OG0006741	EVM0020728.1	mikado.HiC_scaffold_3.0G166.1
OG0006742	EVM0000377.1	mikado.HiC_scaffold_3.0G167.1
OG0006743	EVM0021823.1	mikado.HiC_scaffold_3.0G168.1, mikado.HiC_scaffold_3.0G168.2
OG0006744	EVM0019930.1	mikado.HiC_scaffold_3.0G169.1, mikado.HiC_scaffold_3.0G170.1
OG0006745	EVM0004840.1	mikado.HiC_scaffold_3.0G177.1
OG0006746	EVM0016318.1	mikado.HiC_scaffold_3.0G193.1
OG0006747	EVM0013808.1	mikado.HiC_scaffold_3.0G192.1
OG0006748	EVM0003181.1	mikado.HiC_scaffold_3.0G194.1
OG0006749	EVM0018445.1	mikado.HiC_scaffold_3.0G196.1
OG0006750	EVM0013907.1	mikado.HiC_scaffold_3.0G198.1
OG0006751	EVM0020817.1	mikado.HiC_scaffold_3.0G197.1
OG0006752	EVM0023619.1	mikado.HiC_scaffold_3.0G208.1
OG0006753	EVM0006580.1	mikado.HiC_scaffold_3.0G210.1
OG0006754	EVM0000118.1	mikado.HiC_scaffold_3.0G211.1
OG0006755	EVM0001179.1	mikado.HiC_scaffold_3.0G215.1
OG0006756	EVM0006119.1	mikado.HiC_scaffold_3.0G216.1
OG0006757	EVM0015412.1	mikado.HiC_scaffold_3.0G217.1, mikado.HiC_scaffold_3.0G219.1
OG0006758	EVM0016630.1	mikado.HiC_scaffold_3.0G220.1
OG0006759	EVM0010632.1	mikado.HiC_scaffold_3.0G224.1
OG0006760	EVM0004631.1	mikado.HiC_scaffold_3.0G231.1
OG0006761	EVM0005081.1	mikado.HiC_scaffold_3.0G232.1
OG0006762	EVM0005129.1	mikado.HiC_scaffold_3.0G240.1
OG0006763	EVM0017615.1	mikado.HiC_scaffold_3.0G243.1
OG0006764	EVM0003803.1	mikado.HiC_scaffold_3.0G246.1
OG0006765	EVM0012808.1	mikado.HiC_scaffold_3.0G250.1
OG0006766	EVM0004370.1	mikado.HiC_scaffold_3.0G252.1
OG0006767	EVM0020121.1	mikado.HiC_scaffold_3.0G253.1
OG0006768	EVM0017173.1	mikado.HiC_scaffold_3.0G254.1
OG0006769	EVM0011052.1	mikado.HiC_scaffold_3.0G256.1
OG0006771	EVM0023931.1	mikado.HiC_scaffold_3.0G270.1
OG0006772	EVM0019832.1	mikado.HiC_scaffold_3.0G271.1
OG0006773	EVM0020758.1	mikado.HiC_scaffold_3.0G272.1
OG0006774	EVM0021666.1	mikado.HiC_scaffold_3.0G281.1
OG0006775	EVM0019473.1	mikado.HiC_scaffold_3.0G282.1
OG0006776	EVM0002207.1	mikado.HiC_scaffold_3.0G299.1
OG0006777	EVM0020942.1	mikado.HiC_scaffold_3.0G301.1
OG0006778	EVM0020838.1	mikado.HiC_scaffold_3.0G302.1
OG0006779	EVM0021880.1	mikado.HiC_scaffold_3.0G306.1
OG0006780	EVM0013142.1	mikado.HiC_scaffold_3.0G307.1
OG0006781	EVM0015578.1	mikado.HiC_scaffold_3.0G311.1
OG0006782	EVM0020286.1	mikado.HiC_scaffold_3.0G319.1
OG0006784	EVM0002411.1	mikado.HiC_scaffold_3.0G338.1
OG0006785	EVM0021377.1	mikado.HiC_scaffold_3.0G342.1, mikado.HiC_scaffold_3.0G345.1
OG0006786	EVM0006730.1	mikado.HiC_scaffold_3.0G351.1
OG0006787	EVM0011196.1	mikado.HiC_scaffold_3.0G352.1
OG0006788	EVM0018444.1	mikado.HiC_scaffold_3.0G353.1
OG0006789	EVM0017977.1	mikado.HiC_scaffold_3.0G354.1
OG0006790	EVM0021590.1	mikado.HiC_scaffold_3.0G357.1
OG0006791	EVM0012845.1	mikado.HiC_scaffold_3.0G360.1
OG0006792	EVM0023534.1	mikado.HiC_scaffold_3.0G362.1
OG0006793	EVM0017619.1	mikado.HiC_scaffold_3.0G365.1
OG0006794	EVM0005865.1	mikado.HiC_scaffold_3.0G366.1
OG0006795	EVM0008892.1	mikado.HiC_scaffold_3.0G370.1
OG0006796	EVM0014504.1	mikado.HiC_scaffold_3.0G371.1
OG0006797	EVM0016446.1	mikado.HiC_scaffold_3.0G373.1
OG0006798	EVM0004034.1	mikado.HiC_scaffold_3.0G377.1
OG0006799	EVM0002835.1	mikado.HiC_scaffold_3.0G381.1
OG0006800	EVM0017005.1	mikado.HiC_scaffold_3.0G382.1
OG0006801	EVM0003584.1	mikado.HiC_scaffold_3.0G383.1
OG0006802	EVM0002427.1	mikado.HiC_scaffold_3.0G384.1
OG0006803	EVM0005485.1	mikado.HiC_scaffold_3.0G386.1
OG0006804	EVM0016452.1	mikado.HiC_scaffold_3.0G389.1
OG0006805	EVM0004581.1, EVM0006051.1	mikado.HiC_scaffold_3.0G393.1
OG0006806	EVM0011308.1	mikado.HiC_scaffold_3.0G398.1
OG0006808	EVM0022893.1	mikado.HiC_scaffold_3.0G423.1
OG0006809	EVM0000982.1	mikado.HiC_scaffold_3.0G424.1
OG0006810	EVM0008584.1	mikado.HiC_scaffold_3.0G425.1, mikado.HiC_scaffold_14.0G924.1
OG0006813	EVM0020367.1	mikado.HiC_scaffold_3.0G442.1
OG0006814	EVM0003319.1	mikado.HiC_scaffold_3.0G443.1
OG0006815	EVM0007541.1	mikado.HiC_scaffold_3.0G444.1, mikado.HiC_scaffold_3.0G445.1
OG0006816	EVM0001775.1, EVM0015208.1	mikado.HiC_scaffold_3.0G451.1
OG0006817	EVM0020170.1	mikado.HiC_scaffold_3.0G452.1
OG0006818	EVM0019841.1	mikado.HiC_scaffold_3.0G455.1
OG0006819	EVM0011331.1	mikado.HiC_scaffold_3.0G456.1
OG0006820	EVM0016921.1	mikado.HiC_scaffold_3.0G457.1
OG0006821	EVM0020626.1	mikado.HiC_scaffold_3.0G458.1
OG0006822	EVM0002334.1	mikado.HiC_scaffold_3.0G462.1
OG0006823	EVM0020276.1	mikado.HiC_scaffold_3.0G488.1
OG0006824	EVM0017420.1	mikado.HiC_scaffold_3.0G490.1
OG0006825	EVM0018743.1	mikado.HiC_scaffold_3.0G491.1
OG0006826	EVM0019861.1	mikado.HiC_scaffold_3.0G492.1
OG0006827	EVM0010353.1	mikado.HiC_scaffold_3.0G495.1
OG0006829	EVM0016067.1	mikado.HiC_scaffold_3.0G518.1, mikado.HiC_scaffold_3.0G517.1
OG0006830	EVM0003301.1	mikado.HiC_scaffold_3.0G520.1
OG0006831	EVM0000729.2	mikado.HiC_scaffold_3.0G521.1
OG0006832	EVM0000079.2	mikado.HiC_scaffold_3.0G522.1
OG0006833	EVM0003237.1	mikado.HiC_scaffold_3.0G523.1
OG0006834	Sbro-opnGx11	mikado.HiC_scaffold_3.0G530.1
OG0006835	EVM0002338.1	mikado.HiC_scaffold_3.0G533.1
OG0006836	EVM0011198.1	mikado.HiC_scaffold_3.0G535.1
OG0006837	EVM0016236.1	mikado.HiC_scaffold_3.0G552.1
OG0006838	EVM0000999.1	mikado.HiC_scaffold_3.0G553.1
OG0006839	EVM0007220.1	mikado.HiC_scaffold_21.0G502.1, mikado.HiC_scaffold_3.0G564.1
OG0006841	EVM0017164.1, EVM0000475.1	mikado.HiC_scaffold_3.0G579.1
OG0006842	EVM0017844.1, EVM0004482.1	mikado.HiC_scaffold_3.0G581.1
OG0006843	EVM0013256.1	mikado.HiC_scaffold_3.0G591.1
OG0006844	EVM0004949.1	mikado.HiC_scaffold_3.0G592.1
OG0006847	EVM0006856.1	mikado.HiC_scaffold_3.0G606.1
OG0006848	EVM0014171.1	mikado.HiC_scaffold_3.0G605.1
OG0006849	EVM0022591.1	mikado.HiC_scaffold_3.0G609.1
OG0006850	EVM0011246.1	mikado.HiC_scaffold_3.0G612.1
OG0006852	EVM0017675.1	mikado.HiC_scaffold_3.0G616.1
OG0006853	EVM0017859.1	mikado.HiC_scaffold_3.0G618.1
OG0006854	EVM0013382.1	mikado.HiC_scaffold_3.0G619.1
OG0006855	EVM0013665.1	mikado.HiC_scaffold_3.0G632.1
OG0006856	EVM0002179.1	mikado.HiC_scaffold_14.0G396.1, mikado.HiC_scaffold_3.0G635.1
OG0006857	EVM0003685.1	mikado.HiC_scaffold_3.0G637.1
OG0006858	EVM0002014.1	mikado.HiC_scaffold_3.0G642.1
OG0006859	EVM0016434.1	mikado.HiC_scaffold_3.0G644.1
OG0006860	EVM0008346.1	mikado.HiC_scaffold_3.0G645.1
OG0006861	EVM0012784.1	mikado.HiC_scaffold_3.0G650.1
OG0006862	EVM0006414.1	mikado.HiC_scaffold_3.0G651.1
OG0006863	EVM0017784.1	mikado.HiC_scaffold_3.0G649.1
OG0006864	EVM0017071.1	mikado.HiC_scaffold_3.0G655.1
OG0006865	EVM0018998.1	mikado.HiC_scaffold_3.0G656.1
OG0006866	EVM0000863.1	mikado.HiC_scaffold_3.0G658.1
OG0006867	EVM0005705.1	mikado.HiC_scaffold_3.0G663.1
OG0006868	EVM0014331.1	mikado.HiC_scaffold_3.0G668.1, mikado.HiC_scaffold_19.0G858.1
OG0006869	EVM0009497.1, EVM0018634.1	mikado.HiC_scaffold_3.0G670.1
OG0006870	EVM0016282.1	mikado.HiC_scaffold_3.0G671.1
OG0006872	EVM0003704.1	mikado.HiC_scaffold_3.0G684.1
OG0006873	EVM0005611.1	mikado.HiC_scaffold_3.0G692.1
OG0006874	EVM0022999.1	mikado.HiC_scaffold_3.0G695.1
OG0006875	EVM0001459.1	mikado.HiC_scaffold_3.0G701.1
OG0006876	EVM0006034.1	mikado.HiC_scaffold_3.0G706.1
OG0006878	EVM0009592.1	mikado.HiC_scaffold_3.0G710.1
OG0006879	EVM0002960.1	mikado.HiC_scaffold_3.0G711.1
OG0006880	EVM0020905.1	mikado.HiC_scaffold_3.0G714.1
OG0006881	EVM0016533.1	mikado.HiC_scaffold_3.0G725.1
OG0006882	EVM0003992.1	mikado.HiC_scaffold_3.0G726.1
OG0006884	EVM0003875.1	mikado.HiC_scaffold_3.0G755.1
OG0006885	EVM0007774.1	mikado.HiC_scaffold_3.0G757.1
OG0006886	EVM0012147.1	mikado.HiC_scaffold_3.0G758.1, mikado.HiC_scaffold_3.0G759.1
OG0006887	EVM0019764.1	mikado.HiC_scaffold_3.0G763.1, mikado.HiC_scaffold_3.0G1013.1
OG0006888	EVM0010320.1	mikado.HiC_scaffold_3.0G764.1
OG0006889	EVM0014943.1	mikado.HiC_scaffold_3.0G767.1
OG0006890	EVM0004036.1	mikado.HiC_scaffold_3.0G772.1
OG0006891	EVM0009453.1	mikado.HiC_scaffold_3.0G773.1
OG0006893	EVM0004065.1	mikado.HiC_scaffold_3.0G777.1
OG0006896	EVM0015231.1	mikado.HiC_scaffold_3.0G786.1
OG0006897	EVM0020294.1	mikado.HiC_scaffold_3.0G791.1
OG0006899	EVM0004979.1	mikado.HiC_scaffold_3.0G809.1
OG0006900	EVM0011844.1	mikado.HiC_scaffold_3.0G812.1
OG0006901	EVM0017864.1	mikado.HiC_scaffold_3.0G821.1
OG0006902	EVM0013898.1	mikado.HiC_scaffold_3.0G835.1
OG0006904	EVM0014028.1	mikado.HiC_scaffold_3.0G851.1
OG0006905	EVM0009720.1	mikado.HiC_scaffold_3.0G857.1
OG0006906	EVM0023609.1	mikado.HiC_scaffold_3.0G875.1
OG0006907	EVM0015114.1	mikado.HiC_scaffold_3.0G883.1
OG0006908	EVM0005208.1	mikado.HiC_scaffold_3.0G895.1
OG0006909	EVM0016075.1	mikado.HiC_scaffold_3.0G897.1
OG0006910	EVM0007528.2	mikado.HiC_scaffold_3.0G898.1
OG0006912	EVM0001417.1	mikado.HiC_scaffold_3.0G902.1
OG0006913	EVM0017674.1	mikado.HiC_scaffold_3.0G909.1
OG0006914	EVM0009519.1	mikado.HiC_scaffold_3.0G911.1
OG0006915	EVM0012628.1	mikado.HiC_scaffold_3.0G916.1
OG0006916	EVM0019880.1	mikado.HiC_scaffold_3.0G922.1
OG0006917	EVM0019598.1	mikado.HiC_scaffold_3.0G923.1
OG0006918	EVM0003266.1	mikado.HiC_scaffold_3.0G934.1
OG0006919	EVM0001214.1	mikado.HiC_scaffold_3.0G936.1
OG0006920	EVM0001080.1	mikado.HiC_scaffold_3.0G935.1
OG0006923	EVM0006485.1	mikado.HiC_scaffold_3.0G965.1
OG0006924	EVM0016104.1	mikado.HiC_scaffold_3.0G968.1
OG0006925	EVM0012529.1	mikado.HiC_scaffold_3.0G969.1
OG0006926	EVM0001379.1	mikado.HiC_scaffold_3.0G973.1
OG0006927	EVM0003852.1	mikado.HiC_scaffold_3.0G975.1
OG0006928	EVM0017491.2	mikado.HiC_scaffold_3.0G977.1
OG0006929	EVM0000621.1	mikado.HiC_scaffold_3.0G978.1
OG0006931	EVM0006060.1	mikado.HiC_scaffold_3.0G996.1
OG0006932	EVM0019595.1	mikado.HiC_scaffold_3.0G999.1
OG0006933	EVM0000711.1	mikado.HiC_scaffold_3.0G1009.1
OG0006934	EVM0002005.1	mikado.HiC_scaffold_3.0G1012.1
OG0006935	EVM0002382.1	mikado.HiC_scaffold_3.0G1021.1
OG0006936	EVM0007562.1	mikado.HiC_scaffold_3.0G1022.1
OG0006937	EVM0015065.1	mikado.HiC_scaffold_3.0G1024.1
OG0006938	EVM0004481.1	mikado.HiC_scaffold_3.0G1026.1
OG0006939	EVM0015110.1	mikado.HiC_scaffold_3.0G1030.1
OG0006940	EVM0011906.1	mikado.HiC_scaffold_3.0G1046.1
OG0006941	EVM0006075.1	mikado.HiC_scaffold_3.0G1052.1
OG0006942	EVM0022503.1	mikado.HiC_scaffold_3.0G1053.1
OG0006944	EVM0015592.1	mikado.HiC_scaffold_3.0G1057.1
OG0006945	EVM0004342.1	mikado.HiC_scaffold_3.0G1058.1
OG0006946	EVM0002066.1	mikado.HiC_scaffold_4.0G1.1
OG0006947	EVM0006285.1	mikado.HiC_scaffold_4.0G2.1
OG0006948	EVM0013161.1	mikado.HiC_scaffold_4.0G11.1
OG0006949	EVM0005795.1	mikado.HiC_scaffold_4.0G13.1
OG0006950	EVM0005569.1	mikado.HiC_scaffold_4.0G17.1
OG0006951	EVM0015228.1	mikado.HiC_scaffold_4.0G18.1
OG0006952	EVM0007322.1	mikado.HiC_scaffold_4.0G19.1
OG0006953	EVM0012544.1	mikado.HiC_scaffold_4.0G20.1
OG0006955	EVM0016366.1	mikado.HiC_scaffold_4.0G31.1
OG0006956	EVM0009427.1	mikado.HiC_scaffold_4.0G34.1
OG0006957	EVM0004837.1	mikado.HiC_scaffold_4.0G36.1
OG0006958	EVM0004450.1	mikado.HiC_scaffold_4.0G38.1
OG0006959	EVM0007925.1	mikado.HiC_scaffold_4.0G40.1
OG0006960	EVM0017318.1	mikado.HiC_scaffold_4.0G41.1
OG0006961	EVM0022123.1	mikado.HiC_scaffold_4.0G53.1
OG0006962	EVM0010941.1	mikado.HiC_scaffold_4.0G54.1
OG0006963	EVM0009276.2	mikado.HiC_scaffold_4.0G58.1
OG0006964	EVM0008052.1	mikado.HiC_scaffold_4.0G63.1
OG0006965	EVM0001814.1	mikado.HiC_scaffold_4.0G66.1
OG0006966	EVM0017106.1	mikado.HiC_scaffold_4.0G68.1
OG0006967	EVM0014511.1	mikado.HiC_scaffold_4.0G74.1
OG0006969	EVM0006079.1, EVM0005796.1	mikado.HiC_scaffold_4.0G130.1
OG0006970	EVM0010436.1	mikado.HiC_scaffold_4.0G149.1
OG0006971	EVM0006209.1	mikado.HiC_scaffold_4.0G169.1
OG0006972	EVM0016823.1	mikado.HiC_scaffold_4.0G170.1
OG0006973	EVM0003933.1	mikado.HiC_scaffold_4.0G171.1
OG0006974	EVM0009303.1	mikado.HiC_scaffold_4.0G186.1
OG0006975	EVM0008028.1	mikado.HiC_scaffold_4.0G188.1
OG0006976	EVM0008492.1	mikado.HiC_scaffold_4.0G210.1
OG0006977	EVM0021179.1	mikado.HiC_scaffold_4.0G225.1
OG0006978	EVM0015599.1	mikado.HiC_scaffold_4.0G226.1
OG0006979	EVM0021697.1	mikado.HiC_scaffold_4.0G234.1
OG0006980	EVM0014376.1	mikado.HiC_scaffold_4.0G235.1
OG0006981	EVM0005522.1	mikado.HiC_scaffold_4.0G236.1
OG0006982	EVM0012144.1	mikado.HiC_scaffold_4.0G238.1
OG0006983	EVM0022616.1, EVM0011763.1	mikado.HiC_scaffold_4.0G239.1
OG0006984	EVM0009891.1	mikado.HiC_scaffold_4.0G241.1
OG0006985	EVM0004238.1	mikado.HiC_scaffold_4.0G243.1
OG0006986	EVM0017040.1	mikado.HiC_scaffold_4.0G244.1
OG0006987	EVM0018650.1	mikado.HiC_scaffold_4.0G272.1
OG0006988	EVM0004688.1	mikado.HiC_scaffold_4.0G275.1
OG0006989	EVM0017085.1	mikado.HiC_scaffold_4.0G274.2
OG0006990	EVM0022134.1	mikado.HiC_scaffold_4.0G276.1
OG0006991	EVM0022449.1	mikado.HiC_scaffold_4.0G277.1
OG0006992	EVM0007260.1	mikado.HiC_scaffold_4.0G278.1
OG0006993	EVM0019582.1	mikado.HiC_scaffold_4.0G279.1
OG0006994	EVM0013864.1	mikado.HiC_scaffold_4.0G282.1
OG0006995	EVM0012273.1	mikado.HiC_scaffold_4.0G284.1
OG0006996	EVM0009471.1	mikado.HiC_scaffold_4.0G283.1
OG0006997	EVM0010278.1	mikado.HiC_scaffold_4.0G285.1
OG0006998	EVM0023731.1	mikado.HiC_scaffold_4.0G288.1
OG0006999	EVM0015295.1	mikado.HiC_scaffold_4.0G289.1
OG0007000	EVM0006901.1	mikado.HiC_scaffold_4.0G291.1
OG0007001	EVM0002985.1	mikado.HiC_scaffold_4.0G292.1
OG0007002	EVM0021547.1	mikado.HiC_scaffold_4.0G293.1
OG0007003	EVM0006551.1	mikado.HiC_scaffold_4.0G298.1
OG0007004	EVM0002791.2	mikado.HiC_scaffold_4.0G299.1
OG0007005	EVM0007108.1	mikado.HiC_scaffold_4.0G315.1
OG0007006	EVM0015199.1	mikado.HiC_scaffold_4.0G317.1
OG0007007	EVM0000759.1	mikado.HiC_scaffold_4.0G319.1
OG0007008	EVM0013595.1	mikado.HiC_scaffold_4.0G332.1
OG0007009	EVM0006047.1	mikado.HiC_scaffold_4.0G333.1
OG0007010	EVM0000637.1	mikado.HiC_scaffold_4.0G334.1
OG0007011	EVM0014240.1	mikado.HiC_scaffold_4.0G344.1
OG0007012	EVM0013512.1	mikado.HiC_scaffold_4.0G346.1
OG0007013	EVM0006462.1	mikado.HiC_scaffold_4.0G354.1, mikado.HiC_scaffold_4.0G353.1
OG0007014	EVM0002759.1	mikado.HiC_scaffold_4.0G355.1
OG0007016	EVM0022137.1	mikado.HiC_scaffold_4.0G372.1
OG0007017	EVM0016740.1	mikado.HiC_scaffold_4.0G381.1
OG0007018	EVM0015225.1	mikado.HiC_scaffold_4.0G382.1
OG0007019	EVM0001139.1	mikado.HiC_scaffold_4.0G383.1, mikado.HiC_scaffold_4.0G884.1
OG0007020	EVM0009527.1	mikado.HiC_scaffold_4.0G391.1
OG0007021	EVM0019946.1	mikado.HiC_scaffold_4.0G392.1
OG0007022	EVM0023869.1	mikado.HiC_scaffold_4.0G396.1
OG0007023	EVM0010101.1	mikado.HiC_scaffold_4.0G398.1
OG0007024	EVM0006824.1	mikado.HiC_scaffold_4.0G399.1
OG0007025	EVM0022797.1	mikado.HiC_scaffold_4.0G400.1
OG0007026	EVM0017694.1	mikado.HiC_scaffold_4.0G403.1
OG0007027	EVM0004746.1	mikado.HiC_scaffold_4.0G404.1
OG0007028	EVM0017213.1	mikado.HiC_scaffold_4.0G405.1
OG0007029	EVM0004517.1	mikado.HiC_scaffold_4.0G407.1
OG0007030	EVM0003141.1	mikado.HiC_scaffold_4.0G411.1
OG0007031	EVM0006948.1	mikado.HiC_scaffold_4.0G416.1
OG0007033	EVM0014083.1	mikado.HiC_scaffold_4.0G424.1
OG0007034	EVM0011817.1	mikado.HiC_scaffold_4.0G428.1
OG0007035	EVM0006476.1	mikado.HiC_scaffold_4.0G437.1
OG0007036	EVM0014698.1	mikado.HiC_scaffold_4.0G438.1
OG0007037	EVM0005239.1	mikado.HiC_scaffold_4.0G443.1
OG0007039	EVM0021699.1	mikado.HiC_scaffold_4.0G456.1
OG0007040	EVM0011561.1	mikado.HiC_scaffold_4.0G457.1
OG0007041	EVM0014409.1	mikado.HiC_scaffold_4.0G458.1
OG0007042	EVM0007648.1	mikado.HiC_scaffold_4.0G465.1
OG0007043	EVM0017596.1	mikado.HiC_scaffold_4.0G468.1
OG0007044	EVM0005244.1	mikado.HiC_scaffold_4.0G469.1
OG0007045	EVM0019298.1	mikado.HiC_scaffold_4.0G472.1
OG0007046	EVM0002021.1	mikado.HiC_scaffold_4.0G475.1
OG0007047	EVM0003568.1	mikado.HiC_scaffold_4.0G476.1
OG0007048	EVM0021126.1	mikado.HiC_scaffold_4.0G478.1
OG0007049	EVM0014825.1	mikado.HiC_scaffold_4.0G479.1
OG0007050	EVM0012333.1	mikado.HiC_scaffold_4.0G482.1
OG0007051	EVM0006965.1	mikado.HiC_scaffold_4.0G491.1
OG0007052	EVM0019543.1	mikado.HiC_scaffold_4.0G496.1
OG0007053	EVM0011798.1	mikado.HiC_scaffold_4.0G500.1, mikado.HiC_scaffold_4.0G497.1
OG0007054	EVM0004924.1	mikado.HiC_scaffold_4.0G498.1
OG0007055	EVM0013132.1	mikado.HiC_scaffold_4.0G507.1
OG0007056	EVM0013823.1	mikado.HiC_scaffold_4.0G511.1
OG0007057	EVM0000835.1	mikado.HiC_scaffold_4.0G512.1
OG0007058	EVM0018189.1	mikado.HiC_scaffold_4.0G520.1
OG0007059	EVM0011898.1	mikado.HiC_scaffold_4.0G521.1
OG0007060	EVM0014766.1	mikado.HiC_scaffold_4.0G522.1
OG0007061	EVM0018387.1	mikado.HiC_scaffold_4.0G523.1
OG0007063	EVM0005718.1	mikado.HiC_scaffold_4.0G530.1
OG0007064	EVM0001552.1	mikado.HiC_scaffold_4.0G533.1
OG0007066	EVM0003952.1	mikado.HiC_scaffold_4.0G537.1
OG0007067	EVM0016909.1	mikado.HiC_scaffold_4.0G551.1
OG0007068	EVM0019920.1	mikado.HiC_scaffold_4.0G553.1
OG0007069	EVM0007259.1	mikado.HiC_scaffold_4.0G555.1
OG0007070	EVM0005524.1	mikado.HiC_scaffold_4.0G570.1
OG0007071	EVM0019525.1	mikado.HiC_scaffold_4.0G571.1
OG0007072	EVM0001398.1	mikado.HiC_scaffold_4.0G572.1
OG0007074	EVM0006524.1	mikado.HiC_scaffold_4.0G577.1
OG0007075	EVM0008141.1	mikado.HiC_scaffold_4.0G576.1
OG0007076	EVM0010610.1	mikado.HiC_scaffold_4.0G582.1
OG0007080	EVM0020821.1	mikado.HiC_scaffold_4.0G618.1
OG0007081	EVM0021256.1	mikado.HiC_scaffold_4.0G620.1
OG0007082	EVM0009522.1	mikado.HiC_scaffold_4.0G621.1
OG0007083	EVM0001702.1	mikado.HiC_scaffold_4.0G624.1
OG0007084	EVM0010879.1	mikado.HiC_scaffold_4.0G628.1
OG0007085	EVM0019680.1	mikado.HiC_scaffold_4.0G633.1
OG0007086	EVM0013549.1	mikado.HiC_scaffold_4.0G634.1
OG0007087	EVM0021027.1, EVM0021073.1	mikado.HiC_scaffold_4.0G642.1
OG0007088	EVM0010645.1	mikado.HiC_scaffold_4.0G644.1
OG0007090	EVM0013603.1	mikado.HiC_scaffold_4.0G665.1
OG0007091	EVM0019959.1	mikado.HiC_scaffold_4.0G668.1
OG0007092	EVM0001649.1	mikado.HiC_scaffold_4.0G669.1
OG0007093	EVM0001082.1	mikado.HiC_scaffold_4.0G672.1
OG0007094	EVM0018076.1	mikado.HiC_scaffold_4.0G673.1
OG0007095	EVM0022362.1	mikado.HiC_scaffold_4.0G674.1
OG0007096	EVM0016133.1	mikado.HiC_scaffold_4.0G677.1
OG0007097	EVM0016387.1, EVM0000221.1	mikado.HiC_scaffold_4.0G678.1
OG0007098	EVM0004890.1	mikado.HiC_scaffold_4.0G679.1
OG0007099	EVM0006238.1	mikado.HiC_scaffold_4.0G680.1
OG0007100	EVM0010367.1	mikado.HiC_scaffold_4.0G682.1
OG0007101	EVM0014250.1	mikado.HiC_scaffold_4.0G684.1
OG0007102	EVM0021212.1	mikado.HiC_scaffold_4.0G685.1
OG0007103	EVM0002247.1	mikado.HiC_scaffold_4.0G686.1
OG0007104	EVM0007859.1	mikado.HiC_scaffold_4.0G687.1
OG0007105	EVM0000060.1	mikado.HiC_scaffold_4.0G688.1
OG0007106	EVM0009824.1	mikado.HiC_scaffold_4.0G689.1
OG0007107	EVM0011004.1	mikado.HiC_scaffold_4.0G698.1
OG0007108	EVM0012214.1	mikado.HiC_scaffold_4.0G701.1
OG0007109	EVM0002326.1	mikado.HiC_scaffold_4.0G704.1
