0_0: Azeb-opn5a
0_22565: mikado.HiC_scaffold_19.0G1204.1
0_22566: mikado.HiC_scaffold_19.0G1205.1
0_22567: mikado.HiC_scaffold_19.0G1206.1
0_22568: mikado.HiC_scaffold_19.0G1207.1
0_22569: mikado.HiC_scaffold_19.0G1209.1
0_22570: mikado.HiC_scaffold_19.0G1208.1
0_22571: mikado.HiC_scaffold_19.0G1211.1
0_22572: mikado.HiC_scaffold_19.0G1210.2
0_22573: mikado.HiC_scaffold_19.0G1210.1
0_22574: mikado.HiC_scaffold_19.0G1212.1
0_22575: mikado.HiC_scaffold_19.0G1212.2
0_22576: mikado.HiC_scaffold_19.0G1213.1
0_22577: mikado.HiC_scaffold_19.0G1214.1
0_22578: mikado.HiC_scaffold_19.0G1215.1
0_22579: mikado.HiC_scaffold_19.0G1216.1
0_22580: mikado.HiC_scaffold_19.0G1217.1
0_22581: mikado.HiC_scaffold_19.0G1218.1
0_22582: mikado.HiC_scaffold_19.0G1219.1
0_22583: mikado.HiC_scaffold_19.0G1220.1
0_22584: mikado.HiC_scaffold_19.0G1222.1
0_22585: mikado.HiC_scaffold_19.0G1223.1
0_22586: mikado.HiC_scaffold_19.0G1224.1
0_22587: mikado.HiC_scaffold_19.0G1224.2
0_22588: mikado.HiC_scaffold_19.0G1225.1
0_22589: mikado.HiC_scaffold_19.0G1226.1
0_22590: mikado.HiC_scaffold_19.0G1227.1
0_22591: mikado.HiC_scaffold_19.0G1228.1
0_22592: mikado.HiC_scaffold_19.0G1229.1
0_22593: mikado.HiC_scaffold_19.0G1230.1
0_22594: mikado.HiC_scaffold_19.0G1231.1
0_22595: mikado.HiC_scaffold_19.0G1232.1
0_22596: mikado.HiC_scaffold_19.0G1233.1
0_22597: mikado.HiC_scaffold_19.0G1233.2
0_22598: mikado.HiC_scaffold_19.0G1234.1
0_22599: mikado.HiC_scaffold_19.0G1235.1
0_22600: mikado.HiC_scaffold_19.0G1236.1
0_22601: mikado.HiC_scaffold_19.0G1237.1
0_22602: mikado.HiC_scaffold_19.0G1238.1
0_22603: mikado.HiC_scaffold_19.0G1239.1
0_22604: mikado.HiC_scaffold_19.0G1240.1
0_22605: mikado.HiC_scaffold_19.0G1241.1
0_22606: mikado.HiC_scaffold_19.0G1242.1
0_22607: mikado.HiC_scaffold_19.0G1243.1
0_22608: mikado.HiC_scaffold_19.0G1245.1
0_22609: mikado.HiC_scaffold_19.0G1246.1
0_22610: mikado.HiC_scaffold_19.0G1247.1
0_22611: mikado.HiC_scaffold_19.0G1248.1
0_22612: mikado.HiC_scaffold_19.0G1249.1
0_22613: mikado.HiC_scaffold_19.0G1249.2
0_22614: mikado.HiC_scaffold_19.0G1250.1
0_22615: mikado.HiC_scaffold_19.0G1250.2
0_22616: mikado.HiC_scaffold_19.0G1251.1
0_22617: mikado.HiC_scaffold_19.0G1252.1
0_22618: mikado.HiC_scaffold_19.0G1253.1
0_22619: mikado.HiC_scaffold_19.0G1254.1
0_22620: mikado.HiC_scaffold_19.0G1255.1
0_22621: mikado.HiC_scaffold_19.0G1256.1
0_22622: mikado.HiC_scaffold_19.0G1257.1
0_22623: mikado.HiC_scaffold_19.0G1258.1
0_22624: mikado.HiC_scaffold_19.0G1259.1
0_22625: mikado.HiC_scaffold_19.0G1260.1
0_22626: mikado.HiC_scaffold_19.0G1261.1
0_22627: mikado.HiC_scaffold_19.0G1262.1
0_22628: mikado.HiC_scaffold_19.0G1263.1
0_22629: mikado.HiC_scaffold_19.0G1264.1
0_22630: mikado.HiC_scaffold_19.0G1265.1
0_22631: mikado.HiC_scaffold_19.0G1266.1
0_22632: mikado.HiC_scaffold_19.0G1267.1
0_22633: mikado.HiC_scaffold_19.0G1268.1
0_22634: mikado.HiC_scaffold_19.0G1269.1
0_22635: mikado.HiC_scaffold_19.0G1270.1
0_22636: mikado.HiC_scaffold_19.0G1271.1
0_22637: mikado.HiC_scaffold_19.0G1272.1
0_22638: mikado.HiC_scaffold_19.0G1273.1
0_22639: mikado.HiC_scaffold_19.0G1274.1
0_22640: mikado.HiC_scaffold_19.0G1275.1
0_22641: mikado.HiC_scaffold_19.0G1276.1
0_22642: mikado.HiC_scaffold_19.0G1277.1
0_22643: mikado.HiC_scaffold_19.0G1278.1
0_22644: mikado.HiC_scaffold_19.0G1279.1
0_22645: mikado.HiC_scaffold_19.0G1280.1
0_22646: mikado.HiC_scaffold_19.0G1280.2
0_22647: mikado.HiC_scaffold_19.0G1280.3
0_22648: mikado.HiC_scaffold_19.0G1280.5
0_22649: mikado.HiC_scaffold_19.0G1281.1
0_22650: mikado.HiC_scaffold_19.0G1282.1
0_22651: mikado.HiC_scaffold_19.0G1283.1
0_22652: mikado.HiC_scaffold_19.0G1284.1
0_22653: mikado.HiC_scaffold_19.0G1285.1
0_22654: mikado.HiC_scaffold_19.0G1286.1
0_22655: mikado.HiC_scaffold_19.0G1287.1
0_22656: mikado.HiC_scaffold_19.0G1288.1
0_22657: mikado.HiC_scaffold_19.0G1289.1
0_22658: mikado.HiC_scaffold_19.0G1291.1
0_22659: mikado.HiC_scaffold_19.0G1290.1
0_22660: mikado.HiC_scaffold_19.0G1292.1
0_22661: mikado.HiC_scaffold_19.0G1293.1
0_22662: mikado.HiC_scaffold_19.0G1294.1
0_22663: mikado.HiC_scaffold_19.0G1295.1
0_22664: mikado.HiC_scaffold_19.0G1296.1
0_22665: mikado.HiC_scaffold_19.0G1297.1
0_22666: mikado.HiC_scaffold_19.0G1298.1
0_22667: mikado.HiC_scaffold_19.0G1299.1
0_22668: mikado.HiC_scaffold_19.0G1300.1
0_22669: mikado.HiC_scaffold_19.0G1301.1
0_22670: mikado.HiC_scaffold_19.0G1302.1
0_22671: mikado.HiC_scaffold_19.0G1303.1
0_22672: mikado.HiC_scaffold_19.0G1304.1
0_22673: mikado.HiC_scaffold_19.0G1305.1
0_22674: mikado.HiC_scaffold_19.0G1307.1
0_22675: mikado.HiC_scaffold_19.0G1308.1
0_22676: mikado.HiC_scaffold_19.0G1309.1
0_22677: mikado.HiC_scaffold_19.0G1309.2
0_22678: mikado.HiC_scaffold_19.0G1310.1
0_22679: mikado.HiC_scaffold_19.0G1311.1
0_22680: mikado.HiC_scaffold_19.0G1312.1
0_22681: mikado.HiC_scaffold_19.0G1313.1
0_22682: mikado.HiC_scaffold_19.0G1314.1
0_22683: mikado.HiC_scaffold_19.0G1315.1
0_22684: mikado.HiC_scaffold_19.0G1316.1
0_22685: mikado.HiC_scaffold_19.0G1316.2
0_22686: mikado.HiC_scaffold_19.0G1317.1
0_22687: mikado.HiC_scaffold_19.0G1319.1
0_22688: mikado.HiC_scaffold_19.0G1318.1
0_22689: mikado.HiC_scaffold_19.0G1320.1
0_22690: mikado.HiC_scaffold_19.0G1321.1
0_22691: mikado.HiC_scaffold_19.0G1322.1
0_22692: mikado.HiC_scaffold_19.0G1323.1
0_22693: mikado.HiC_scaffold_19.0G1323.2
0_22694: mikado.HiC_scaffold_19.0G1323.3
0_22695: mikado.HiC_scaffold_19.0G1324.1
0_22696: mikado.HiC_scaffold_19.0G1325.1
0_22697: mikado.HiC_scaffold_19.0G1326.1
0_22698: mikado.HiC_scaffold_19.0G1327.1
0_22699: mikado.HiC_scaffold_19.0G1329.1
0_22700: mikado.HiC_scaffold_19.0G1330.1
0_22701: mikado.HiC_scaffold_19.0G1331.1
0_22702: mikado.HiC_scaffold_19.0G1332.1
0_22703: mikado.HiC_scaffold_19.0G1333.1
0_22704: mikado.HiC_scaffold_19.0G1334.1
0_22705: mikado.HiC_scaffold_19.0G1335.1
0_22706: mikado.HiC_scaffold_19.0G1336.1
0_22707: mikado.HiC_scaffold_19.0G1337.1
0_22708: mikado.HiC_scaffold_19.0G1338.1
0_22709: mikado.HiC_scaffold_19.0G1339.1
0_22710: mikado.HiC_scaffold_19.0G1340.1
0_22711: mikado.HiC_scaffold_19.0G1341.1
0_22712: mikado.HiC_scaffold_19.0G1342.1
0_22713: mikado.HiC_scaffold_19.0G1343.1
0_22714: mikado.HiC_scaffold_19.0G1344.1
0_22715: mikado.HiC_scaffold_19.0G1345.1
0_22716: mikado.HiC_scaffold_19.0G1346.1
0_22717: mikado.HiC_scaffold_19.0G1347.1
0_22718: mikado.HiC_scaffold_19.0G1348.1
0_22719: mikado.HiC_scaffold_19.0G1349.1
0_22720: mikado.HiC_scaffold_19.0G1350.1
0_22721: mikado.HiC_scaffold_19.0G1351.1
0_22722: mikado.HiC_scaffold_19.0G1352.1
0_22723: mikado.HiC_scaffold_19.0G1353.1
0_22724: mikado.HiC_scaffold_19.0G1354.1
0_22725: mikado.HiC_scaffold_19.0G1355.1
0_22726: mikado.HiC_scaffold_19.0G1356.1
0_22727: mikado.HiC_scaffold_19.0G1357.1
0_22728: mikado.HiC_scaffold_19.0G1358.1
0_22729: mikado.HiC_scaffold_19.0G1359.1
0_22730: mikado.HiC_scaffold_19.0G1360.1
0_22731: mikado.HiC_scaffold_19.0G1361.1
0_22732: mikado.HiC_scaffold_19.0G1362.1
0_22733: mikado.HiC_scaffold_19.0G1363.1
0_22734: mikado.HiC_scaffold_19.0G1364.1
0_22735: mikado.HiC_scaffold_19.0G1365.1
0_22736: mikado.HiC_scaffold_19.0G1366.1
0_22737: mikado.HiC_scaffold_19.0G1367.1
0_22738: mikado.HiC_scaffold_19.0G1368.1
0_22739: mikado.HiC_scaffold_19.0G1369.1
0_22740: mikado.HiC_scaffold_19.0G1370.1
0_22741: mikado.HiC_scaffold_19.0G1371.1
0_22742: mikado.HiC_scaffold_19.0G1372.1
0_22743: mikado.HiC_scaffold_19.0G1373.1
0_22744: mikado.HiC_scaffold_19.0G1374.1
0_22745: mikado.HiC_scaffold_19.0G1375.1
0_22746: mikado.HiC_scaffold_19.0G1376.1
0_22747: mikado.HiC_scaffold_19.0G1377.1
0_22748: mikado.HiC_scaffold_19.0G1378.1
0_22749: mikado.HiC_scaffold_19.0G1379.1
0_22750: mikado.HiC_scaffold_19.0G1380.1
0_22751: mikado.HiC_scaffold_19.0G1381.1
0_22752: mikado.HiC_scaffold_19.0G1382.1
0_22753: mikado.HiC_scaffold_19.0G1383.1
0_22754: mikado.HiC_scaffold_19.0G1384.1
0_22755: mikado.HiC_scaffold_19.0G1385.1
0_22756: mikado.HiC_scaffold_19.0G1386.1
0_22757: mikado.HiC_scaffold_19.0G1387.1
0_22758: mikado.HiC_scaffold_19.0G1388.1
0_22759: mikado.HiC_scaffold_19.0G1389.1
0_22760: mikado.HiC_scaffold_19.0G1390.1
0_22761: mikado.HiC_scaffold_19.0G1391.1
0_22762: mikado.HiC_scaffold_19.0G1392.1
0_22763: mikado.HiC_scaffold_19.0G1393.1
0_22764: mikado.HiC_scaffold_19.0G1394.1
0_22765: mikado.HiC_scaffold_19.0G1395.1
0_22766: mikado.HiC_scaffold_19.0G1396.1
0_22767: mikado.HiC_scaffold_19.0G1397.1
0_22768: mikado.HiC_scaffold_19.0G1398.1
0_22769: mikado.HiC_scaffold_19.0G1399.1
0_22770: mikado.HiC_scaffold_19.0G1400.1
0_22771: mikado.HiC_scaffold_19.0G1401.1
0_22772: mikado.HiC_scaffold_19.0G1402.1
0_22773: mikado.HiC_scaffold_19.0G1403.1
0_22774: mikado.HiC_scaffold_19.0G1404.1
0_22775: mikado.HiC_scaffold_19.0G1405.1
0_22776: mikado.HiC_scaffold_19.0G1406.1
0_22777: mikado.HiC_scaffold_19.0G1407.1
0_22778: mikado.HiC_scaffold_19.0G1408.1
0_22779: mikado.HiC_scaffold_19.0G1409.1
0_22780: mikado.HiC_scaffold_19.0G1409.2
0_22781: mikado.HiC_scaffold_19.0G1410.1
0_22782: mikado.HiC_scaffold_19.0G1411.1
0_22783: mikado.HiC_scaffold_19.0G1412.1
0_22784: mikado.HiC_scaffold_19.0G1413.1
0_22785: mikado.HiC_scaffold_19.0G1414.1
0_22786: mikado.HiC_scaffold_19.0G1415.1
0_22787: mikado.HiC_scaffold_19.0G1416.1
0_22788: mikado.HiC_scaffold_19.0G1417.1
0_22789: mikado.HiC_scaffold_19.0G1418.1
0_22790: mikado.HiC_scaffold_19.0G1418.3
0_22791: mikado.HiC_scaffold_19.0G1419.1
0_22792: mikado.HiC_scaffold_19.0G1420.1
0_22793: mikado.HiC_scaffold_19.0G1421.1
0_22794: mikado.HiC_scaffold_19.0G1422.1
0_22795: mikado.HiC_scaffold_19.0G1423.1
0_22796: mikado.HiC_scaffold_19.0G1424.1
0_22797: mikado.HiC_scaffold_19.0G1425.1
0_22798: mikado.HiC_scaffold_19.0G1426.1
0_22799: mikado.HiC_scaffold_19.0G1427.1
0_22800: mikado.HiC_scaffold_19.0G1428.1
0_22801: mikado.HiC_scaffold_19.0G1429.1
0_22802: mikado.HiC_scaffold_19.0G1430.1
0_22803: mikado.HiC_scaffold_19.0G1431.1
0_22804: mikado.HiC_scaffold_19.0G1432.1
0_22805: mikado.HiC_scaffold_19.0G1433.1
0_22806: mikado.HiC_scaffold_19.0G1434.1
0_22807: mikado.HiC_scaffold_19.0G1435.1
0_22808: mikado.HiC_scaffold_19.0G1436.1
0_22809: mikado.HiC_scaffold_19.0G1437.1
0_22810: mikado.HiC_scaffold_19.0G1438.1
0_22811: mikado.HiC_scaffold_19.0G1439.1
0_22812: mikado.HiC_scaffold_19.0G1440.1
0_22813: mikado.HiC_scaffold_19.0G1441.1
0_22814: mikado.HiC_scaffold_19.0G1442.1
0_22815: mikado.HiC_scaffold_19.0G1443.1
0_22816: mikado.HiC_scaffold_19.0G1444.1
0_22817: mikado.HiC_scaffold_19.0G1445.1
0_22818: mikado.HiC_scaffold_19.0G1446.1
0_22819: mikado.HiC_scaffold_19.0G1447.1
0_22820: mikado.HiC_scaffold_19.0G1448.1
0_22821: mikado.HiC_scaffold_19.0G1449.1
0_22822: mikado.HiC_scaffold_19.0G1450.1
0_22823: mikado.HiC_scaffold_19.0G1451.1
0_22824: mikado.HiC_scaffold_19.0G1452.1
0_22825: mikado.HiC_scaffold_19.0G1453.1
0_22826: mikado.HiC_scaffold_19.0G1454.1
0_22827: mikado.HiC_scaffold_19.0G1455.1
0_22828: mikado.HiC_scaffold_19.0G1456.1
0_22829: mikado.HiC_scaffold_19.0G1457.1
0_22830: mikado.HiC_scaffold_19.0G1458.1
0_22831: mikado.HiC_scaffold_19.0G1459.1
0_22832: mikado.HiC_scaffold_19.0G1460.1
0_22833: mikado.HiC_scaffold_19.0G1461.1
0_22834: mikado.HiC_scaffold_19.0G1462.1
0_22835: mikado.HiC_scaffold_19.0G1463.1
0_22836: mikado.HiC_scaffold_19.0G1466.1
0_22837: mikado.HiC_scaffold_19.0G1464.1
0_22838: mikado.HiC_scaffold_19.0G1467.1
0_22839: mikado.HiC_scaffold_19.0G1465.1
0_22840: mikado.HiC_scaffold_19.0G1468.1
0_22841: mikado.HiC_scaffold_19.0G1469.1
0_22842: mikado.HiC_scaffold_19.0G1469.2
0_22843: mikado.HiC_scaffold_19.0G1470.1
0_22844: mikado.HiC_scaffold_19.0G1471.1
0_22845: mikado.HiC_scaffold_19.0G1472.1
0_22846: mikado.HiC_scaffold_19.0G1473.1
0_22847: mikado.HiC_scaffold_19.0G1474.1
0_22848: mikado.HiC_scaffold_19.0G1475.1
0_22849: mikado.HiC_scaffold_19.0G1476.1
0_22850: mikado.HiC_scaffold_19.0G1477.1
0_22851: mikado.HiC_scaffold_19.0G1478.1
0_22852: mikado.HiC_scaffold_19.0G1479.1
0_22853: mikado.HiC_scaffold_19.0G1480.1
0_22854: mikado.HiC_scaffold_19.0G1481.1
0_22855: mikado.HiC_scaffold_19.0G1482.1
0_22856: mikado.HiC_scaffold_19.0G1483.1
0_22857: mikado.HiC_scaffold_19.0G1484.1
0_22858: mikado.HiC_scaffold_19.0G1485.1
0_22859: mikado.HiC_scaffold_19.0G1486.1
0_22860: mikado.HiC_scaffold_19.0G1487.1
0_22861: mikado.HiC_scaffold_19.0G1488.1
0_22862: mikado.HiC_scaffold_19.0G1489.1
0_22863: mikado.HiC_scaffold_19.0G1490.1
0_22864: mikado.HiC_scaffold_19.0G1491.1
0_22865: mikado.HiC_scaffold_19.0G1492.1
0_22866: mikado.HiC_scaffold_19.0G1493.1
0_22867: mikado.HiC_scaffold_19.0G1494.1
0_22868: mikado.HiC_scaffold_19.0G1495.1
0_22869: mikado.HiC_scaffold_19.0G1496.1
0_22870: mikado.HiC_scaffold_19.0G1497.1
0_22871: mikado.HiC_scaffold_19.0G1497.2
0_22872: mikado.HiC_scaffold_19.0G1498.1
0_22873: mikado.HiC_scaffold_21.0G1.1
0_22874: mikado.HiC_scaffold_21.0G2.1
0_22875: mikado.HiC_scaffold_21.0G3.1
0_22876: mikado.HiC_scaffold_21.0G4.1
0_22877: mikado.HiC_scaffold_21.0G5.1
0_22878: mikado.HiC_scaffold_21.0G6.1
0_22879: mikado.HiC_scaffold_21.0G7.1
0_22880: mikado.HiC_scaffold_21.0G8.1
0_22881: mikado.HiC_scaffold_21.0G9.1
0_22882: mikado.HiC_scaffold_21.0G10.1
0_22883: mikado.HiC_scaffold_21.0G11.1
0_22884: mikado.HiC_scaffold_21.0G12.1
0_22885: mikado.HiC_scaffold_21.0G14.1
0_22886: mikado.HiC_scaffold_21.0G15.1
0_22887: mikado.HiC_scaffold_21.0G16.1
0_22888: mikado.HiC_scaffold_21.0G17.1
0_22889: mikado.HiC_scaffold_21.0G18.1
0_22890: mikado.HiC_scaffold_21.0G19.1
0_22891: mikado.HiC_scaffold_21.0G20.1
0_22892: mikado.HiC_scaffold_21.0G21.1
0_22893: mikado.HiC_scaffold_21.0G22.1
0_22894: mikado.HiC_scaffold_21.0G23.1
0_22895: mikado.HiC_scaffold_21.0G24.1
0_22896: mikado.HiC_scaffold_21.0G25.1
0_22897: mikado.HiC_scaffold_21.0G26.1
0_22898: mikado.HiC_scaffold_21.0G27.1
0_22899: mikado.HiC_scaffold_21.0G28.1
0_22900: mikado.HiC_scaffold_21.0G29.1
0_22901: mikado.HiC_scaffold_21.0G30.1
0_22902: mikado.HiC_scaffold_21.0G31.1
0_22903: mikado.HiC_scaffold_21.0G33.1
0_22904: mikado.HiC_scaffold_21.0G32.1
0_22905: mikado.HiC_scaffold_21.0G34.1
0_22906: mikado.HiC_scaffold_21.0G35.1
0_22907: mikado.HiC_scaffold_21.0G36.1
0_22908: mikado.HiC_scaffold_21.0G37.1
0_22909: mikado.HiC_scaffold_21.0G38.1
0_22910: mikado.HiC_scaffold_21.0G39.1
0_22911: mikado.HiC_scaffold_21.0G40.1
0_22912: mikado.HiC_scaffold_21.0G41.1
0_22913: mikado.HiC_scaffold_21.0G42.1
0_22914: mikado.HiC_scaffold_21.0G43.1
0_22915: mikado.HiC_scaffold_21.0G44.1
0_22916: mikado.HiC_scaffold_21.0G45.1
0_22917: mikado.HiC_scaffold_21.0G46.1
0_22918: mikado.HiC_scaffold_21.0G46.2
0_22919: mikado.HiC_scaffold_21.0G47.1
0_22920: mikado.HiC_scaffold_21.0G48.1
0_22921: mikado.HiC_scaffold_21.0G49.2
0_22922: mikado.HiC_scaffold_21.0G50.1
0_22923: mikado.HiC_scaffold_21.0G51.1
0_22924: mikado.HiC_scaffold_21.0G52.1
0_22925: mikado.HiC_scaffold_21.0G54.1
0_22926: mikado.HiC_scaffold_21.0G55.1
0_22927: mikado.HiC_scaffold_21.0G56.1
0_22928: mikado.HiC_scaffold_21.0G58.1
0_22929: mikado.HiC_scaffold_21.0G59.1
0_22930: mikado.HiC_scaffold_21.0G60.1
0_22931: mikado.HiC_scaffold_21.0G61.1
0_22932: mikado.HiC_scaffold_21.0G62.1
0_22933: mikado.HiC_scaffold_21.0G63.1
0_22934: mikado.HiC_scaffold_21.0G64.2
0_22935: mikado.HiC_scaffold_21.0G64.1
0_22936: mikado.HiC_scaffold_21.0G64.3
0_22937: mikado.HiC_scaffold_21.0G66.1
0_22938: mikado.HiC_scaffold_21.0G67.1
0_22939: mikado.HiC_scaffold_21.0G68.1
0_22940: mikado.HiC_scaffold_21.0G69.1
0_22941: mikado.HiC_scaffold_21.0G70.1
0_22942: mikado.HiC_scaffold_21.0G71.1
0_22943: mikado.HiC_scaffold_21.0G72.1
0_22944: mikado.HiC_scaffold_21.0G73.1
0_22945: mikado.HiC_scaffold_21.0G74.2
0_22946: mikado.HiC_scaffold_21.0G74.1
0_22947: mikado.HiC_scaffold_21.0G76.1
0_22948: mikado.HiC_scaffold_21.0G77.1
0_22949: mikado.HiC_scaffold_21.0G78.1
0_22950: mikado.HiC_scaffold_21.0G79.1
0_22951: mikado.HiC_scaffold_21.0G80.1
0_22952: mikado.HiC_scaffold_21.0G81.1
0_22953: mikado.HiC_scaffold_21.0G82.1
0_22954: mikado.HiC_scaffold_21.0G82.3
0_22955: mikado.HiC_scaffold_21.0G83.1
0_22956: mikado.HiC_scaffold_21.0G84.1
0_22957: mikado.HiC_scaffold_21.0G85.1
0_22958: mikado.HiC_scaffold_21.0G86.1
0_22959: mikado.HiC_scaffold_21.0G87.1
0_22960: mikado.HiC_scaffold_21.0G88.1
0_22961: mikado.HiC_scaffold_21.0G89.1
0_22962: mikado.HiC_scaffold_21.0G90.1
0_22963: mikado.HiC_scaffold_21.0G91.1
0_22964: mikado.HiC_scaffold_21.0G92.1
0_22965: mikado.HiC_scaffold_21.0G93.1
0_22966: mikado.HiC_scaffold_21.0G94.1
0_22967: mikado.HiC_scaffold_21.0G95.1
0_22968: mikado.HiC_scaffold_21.0G96.1
0_22969: mikado.HiC_scaffold_21.0G97.1
0_22970: mikado.HiC_scaffold_21.0G98.1
0_22971: mikado.HiC_scaffold_21.0G99.1
0_22972: mikado.HiC_scaffold_21.0G100.1
0_22973: mikado.HiC_scaffold_21.0G101.1
0_22974: mikado.HiC_scaffold_21.0G102.1
0_22975: mikado.HiC_scaffold_21.0G103.1
0_22976: mikado.HiC_scaffold_21.0G104.1
0_22977: mikado.HiC_scaffold_21.0G105.1
0_22978: mikado.HiC_scaffold_21.0G106.1
0_22979: mikado.HiC_scaffold_21.0G107.1
0_22980: mikado.HiC_scaffold_21.0G108.1
0_22981: mikado.HiC_scaffold_21.0G109.1
0_22982: mikado.HiC_scaffold_21.0G110.1
0_22983: mikado.HiC_scaffold_21.0G111.1
0_22984: mikado.HiC_scaffold_21.0G112.1
0_22985: mikado.HiC_scaffold_21.0G113.1
0_22986: mikado.HiC_scaffold_21.0G114.1
0_22987: mikado.HiC_scaffold_21.0G115.1
0_22988: mikado.HiC_scaffold_21.0G116.1
0_22989: mikado.HiC_scaffold_21.0G117.1
0_22990: mikado.HiC_scaffold_21.0G118.1
0_22991: mikado.HiC_scaffold_21.0G119.1
0_22992: mikado.HiC_scaffold_21.0G120.1
0_22993: mikado.HiC_scaffold_21.0G121.1
0_22994: mikado.HiC_scaffold_21.0G122.1
0_22995: mikado.HiC_scaffold_21.0G123.1
0_22996: mikado.HiC_scaffold_21.0G124.1
0_22997: mikado.HiC_scaffold_21.0G125.1
0_22998: mikado.HiC_scaffold_21.0G126.1
0_22999: mikado.HiC_scaffold_21.0G127.1
0_23000: mikado.HiC_scaffold_21.0G128.1
0_23001: mikado.HiC_scaffold_21.0G129.1
0_23002: mikado.HiC_scaffold_21.0G130.1
0_23003: mikado.HiC_scaffold_21.0G131.1
0_23004: mikado.HiC_scaffold_21.0G132.1
0_23005: mikado.HiC_scaffold_21.0G133.1
0_23006: mikado.HiC_scaffold_21.0G134.1
0_23007: mikado.HiC_scaffold_21.0G135.1
0_23008: mikado.HiC_scaffold_21.0G136.1
0_23009: mikado.HiC_scaffold_21.0G137.1
0_23010: mikado.HiC_scaffold_21.0G138.1
0_23011: mikado.HiC_scaffold_21.0G139.1
0_23012: mikado.HiC_scaffold_21.0G140.1
0_23013: mikado.HiC_scaffold_21.0G141.1
0_23014: mikado.HiC_scaffold_21.0G142.1
0_23015: mikado.HiC_scaffold_21.0G143.1
0_23016: mikado.HiC_scaffold_21.0G144.1
0_23017: mikado.HiC_scaffold_21.0G146.1
0_23018: mikado.HiC_scaffold_21.0G147.1
0_23019: mikado.HiC_scaffold_21.0G148.1
0_23020: mikado.HiC_scaffold_21.0G149.1
0_23021: mikado.HiC_scaffold_21.0G150.1
0_23022: mikado.HiC_scaffold_21.0G151.1
0_23023: mikado.HiC_scaffold_21.0G152.1
0_23024: mikado.HiC_scaffold_21.0G153.1
0_23025: mikado.HiC_scaffold_21.0G154.1
0_23026: mikado.HiC_scaffold_21.0G155.1
0_23027: mikado.HiC_scaffold_21.0G156.1
0_23028: mikado.HiC_scaffold_21.0G157.1
0_23029: mikado.HiC_scaffold_21.0G158.1
0_23030: mikado.HiC_scaffold_21.0G159.1
0_23031: mikado.HiC_scaffold_21.0G160.1
0_23032: mikado.HiC_scaffold_21.0G161.1
0_23033: mikado.HiC_scaffold_21.0G162.1
0_23034: mikado.HiC_scaffold_21.0G163.1
0_23035: mikado.HiC_scaffold_21.0G164.1
0_23036: mikado.HiC_scaffold_21.0G165.1
0_23037: mikado.HiC_scaffold_21.0G166.1
0_23038: mikado.HiC_scaffold_21.0G167.1
0_23039: mikado.HiC_scaffold_21.0G168.1
0_23040: mikado.HiC_scaffold_21.0G169.1
0_23041: mikado.HiC_scaffold_21.0G170.1
0_23042: mikado.HiC_scaffold_21.0G171.1
0_23043: mikado.HiC_scaffold_21.0G172.1
0_23044: mikado.HiC_scaffold_21.0G173.1
0_23045: mikado.HiC_scaffold_21.0G174.1
0_23046: mikado.HiC_scaffold_21.0G175.1
0_23047: mikado.HiC_scaffold_21.0G176.1
0_23048: mikado.HiC_scaffold_21.0G177.1
0_23049: mikado.HiC_scaffold_21.0G178.1
0_23050: mikado.HiC_scaffold_21.0G179.1
0_23051: mikado.HiC_scaffold_21.0G180.1
0_23052: mikado.HiC_scaffold_21.0G181.1
0_23053: mikado.HiC_scaffold_21.0G182.1
0_23054: mikado.HiC_scaffold_21.0G183.1
0_23055: mikado.HiC_scaffold_21.0G184.1
0_23056: mikado.HiC_scaffold_21.0G185.1
0_23057: mikado.HiC_scaffold_21.0G186.1
0_23058: mikado.HiC_scaffold_21.0G187.1
0_23059: mikado.HiC_scaffold_21.0G188.1
0_23060: mikado.HiC_scaffold_21.0G189.1
0_23061: mikado.HiC_scaffold_21.0G190.1
0_23062: mikado.HiC_scaffold_21.0G191.1
0_23063: mikado.HiC_scaffold_21.0G192.1
0_23064: mikado.HiC_scaffold_21.0G193.1
0_23065: mikado.HiC_scaffold_21.0G194.1
0_23066: mikado.HiC_scaffold_21.0G195.1
0_23067: mikado.HiC_scaffold_21.0G196.1
0_23068: mikado.HiC_scaffold_21.0G197.1
0_23069: mikado.HiC_scaffold_21.0G198.1
0_23070: mikado.HiC_scaffold_21.0G199.1
0_23071: mikado.HiC_scaffold_21.0G200.1
0_23072: mikado.HiC_scaffold_21.0G201.1
0_23073: mikado.HiC_scaffold_21.0G202.1
0_23074: mikado.HiC_scaffold_21.0G203.1
0_23075: mikado.HiC_scaffold_21.0G204.1
0_23076: mikado.HiC_scaffold_21.0G205.1
0_23077: mikado.HiC_scaffold_21.0G206.1
0_23078: mikado.HiC_scaffold_21.0G207.1
0_23079: mikado.HiC_scaffold_21.0G208.1
0_23080: mikado.HiC_scaffold_21.0G209.1
0_23081: mikado.HiC_scaffold_21.0G210.1
0_23082: mikado.HiC_scaffold_21.0G211.1
0_23083: mikado.HiC_scaffold_21.0G212.1
0_23084: mikado.HiC_scaffold_21.0G213.1
0_23085: mikado.HiC_scaffold_21.0G214.1
0_23086: mikado.HiC_scaffold_21.0G215.1
0_23087: mikado.HiC_scaffold_21.0G216.1
0_23088: mikado.HiC_scaffold_21.0G217.1
0_23089: mikado.HiC_scaffold_21.0G218.1
0_23090: mikado.HiC_scaffold_21.0G219.1
